RTI,HTTI,1 Inv cost mean (EUR/kW),2 Inv Cost SD,3 O&M mean (EUR/kW),4 O&M SD,5 Lifetime,6 Replacetime,7 Investment LR,8 Discount rate,9 Conversion efficiency,10 Fuel cost  (EUR/kWh),11 Fuel cost SD,12 Gamma value,13 Capacity factor mean,14 Capacity factor SD,15 Emission factor,"16 Payback time, mean","17 Payback time, SD",18 UD/FD,19 RES calc,20 Efficiency LR
1 Belgium (BE),11 Heatpump AirWater,1074.962890625,358.32098388671875,24.093597412109375,8.03119945526123,20.0,20.0,-0.22650852799415588,0.10000000149011612,3.200000047683716,0.27527934312820435,0.10000000149011612,-0.10000000149011612,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
1 Belgium (BE),12 Heatpump AirAir,712.7353515625,237.5784454345703,23.89850616455078,7.9661688804626465,20.0,20.0,-0.22650852799415588,0.10000000149011612,5.300000190734863,0.27527934312820435,0.10000000149011612,-0.009999999776482582,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
1 Belgium (BE),13 Solar Thermal,821.829833984375,273.94329833984375,8.453893661499023,2.817964553833008,20.0,20.0,-0.2630344033241272,0.10000000149011612,1.0,0.0,0.0,0.019999999552965164,0.6042860150337219,0.12085720151662827,0.0,5.0,1.0,1.0,1.0,0.0
2 Denmark (DK),1 Oil,770.9879760742188,256.9960021972656,9.25,3.0833332538604736,20.0,20.0,0.0,0.10000000149011612,0.75,0.11986969411373138,0.15000000596046448,0.0,2.4700000286102295,0.49399998784065247,266.760009765625,5.0,1.0,0.75,1.0,0.0
2 Denmark (DK),2 Oil condensing,856.6533203125,285.5511169433594,9.25,3.0833332538604736,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.11986969411373138,0.15000000596046448,-0.1899999976158142,2.4700000286102295,0.49399998784065247,266.760009765625,5.0,1.0,0.8600000143051147,1.0,-0.02856915257871151
2 Denmark (DK),3 Gas,462.5928039550781,154.19760131835938,13.714289665222168,4.571430206298828,20.0,20.0,0.0,0.10000000149011612,0.75,0.07503388077020645,0.15000000596046448,0.14000000059604645,2.4700000286102295,0.49399998784065247,201.9600067138672,5.0,1.0,0.75,1.0,0.0
2 Denmark (DK),4 Gas condensing,513.9920043945312,171.33065795898438,13.714289665222168,4.571430206298828,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.07503388077020645,0.15000000596046448,0.05999999865889549,2.4700000286102295,0.49399998784065247,201.9600067138672,5.0,1.0,0.8999999761581421,1.0,-0.02856915257871151
2 Denmark (DK),5 Wood stove,422.6156311035156,140.8718719482422,29.0,9.666666984558105,20.0,20.0,0.0,0.10000000149011612,0.699999988079071,0.04600000008940697,0.30000001192092896,-0.14000000059604645,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,0.699999988079071,1.0,0.0
2 Denmark (DK),6 Wood boiler,1039.406005859375,346.46868896484375,25.933330535888672,8.64444351196289,20.0,20.0,-0.09761079400777817,0.10000000149011612,0.8199999928474426,0.04600000008940697,0.30000001192092896,0.2199999988079071,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,0.8500000238418579,1.0,0.0
2 Denmark (DK),7 Coal,513.9920043945312,171.33065795898438,6.067786693572998,2.0225956439971924,20.0,20.0,0.0,0.10000000149011612,0.75,0.04976526275277138,0.15000000596046448,0.0,2.4700000286102295,0.49399998784065247,353.8800048828125,5.0,1.0,0.75,1.0,0.0
2 Denmark (DK),8 District heating,260.0,86.66666412353516,3.958329916000366,1.3194433450698853,20.0,20.0,0.0,0.10000000149011612,0.9800000190734863,0.13005000352859497,0.15000000596046448,-0.09000000357627869,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,0.9800000190734863,1.0,0.0
2 Denmark (DK),9 Electric,370.07421875,123.35807800292969,8.0,2.6666667461395264,20.0,20.0,0.0,0.10000000149011612,1.0,0.26899999380111694,0.10000000149011612,0.029999999329447746,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,1.0,0.0,0.0
2 Denmark (DK),10 Heatpump Ground,1918.9034423828125,639.6344604492188,41.0,13.666666984558105,20.0,20.0,-0.22650852799415588,0.10000000149011612,3.9000000953674316,0.26899999380111694,0.10000000149011612,-0.2199999988079071,2.4700000286102295,0.49399998784065247,0.0,5.0,1.0,1.0,0.7142857313156128,-0.07410000264644623
2 Denmark (DK),11 Heatpump AirWater,856.6533203125,285.5511169433594,44.42856979370117,14.809523582458496,20.0,20.0,-0.22650852799415588,0.10000000149011612,2.700000047683716,0.26899999380111694,0.10000000149011612,-0.25,2.0899999141693115,0.4180000126361847,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
2 Denmark (DK),12 Heatpump AirAir,388.30511474609375,129.43504333496094,23.076919555664062,7.6923065185546875,20.0,20.0,-0.22650852799415588,0.10000000149011612,4.599999904632568,0.26899999380111694,0.10000000149011612,-0.12999999523162842,2.2200000286102295,0.4440000057220459,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
2 Denmark (DK),13 Solar Thermal,731.0108032226562,243.67027282714844,12.380949974060059,4.126983165740967,20.0,20.0,-0.2630344033241272,0.10000000149011612,1.0,0.0,0.0,-0.009999999776482582,0.6485710144042969,0.1297142058610916,0.0,5.0,1.0,1.0,1.0,0.0
3 Germany (DE),1 Oil,707.2680053710938,235.75599670410156,9.427749633789062,3.1425833702087402,20.0,20.0,0.0,0.10000000149011612,0.75,0.04972173273563385,0.15000000596046448,-0.14000000059604645,2.069999933242798,0.414000004529953,266.760009765625,5.0,1.0,0.75,1.0,0.0
3 Germany (DE),2 Oil condensing,785.8533325195312,261.95111083984375,9.427749633789062,3.1425833702087402,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.04972173273563385,0.15000000596046448,-0.2199999988079071,2.069999933242798,0.414000004529953,266.760009765625,5.0,1.0,0.8600000143051147,1.0,-0.02856915257871151
3 Germany (DE),3 Gas,568.0419921875,189.3473358154297,12.215356826782227,4.071785926818848,20.0,20.0,0.0,0.10000000149011612,0.75,0.06819426268339157,0.15000000596046448,-0.1599999964237213,2.069999933242798,0.414000004529953,201.9600067138672,5.0,1.0,0.75,1.0,0.0
3 Germany (DE),4 Gas condensing,631.1577758789062,210.38592529296875,12.215356826782227,4.071785926818848,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.06819426268339157,0.15000000596046448,-0.30000001192092896,2.069999933242798,0.414000004529953,201.9600067138672,5.0,1.0,0.8999999761581421,1.0,-0.02856915257871151
3 Germany (DE),5 Wood stove,680.6603393554688,226.88677978515625,43.849998474121094,14.616666793823242,20.0,20.0,0.0,0.10000000149011612,0.699999988079071,0.04600000008940697,0.30000001192092896,-0.1599999964237213,2.069999933242798,0.414000004529953,0.0,5.0,1.0,0.699999988079071,1.0,0.0
3 Germany (DE),6 Wood boiler,1348.945068359375,449.6483459472656,16.809165954589844,5.603055477142334,20.0,20.0,-0.09761079400777817,0.10000000149011612,0.8199999928474426,0.04600000008940697,0.30000001192092896,0.10000000149011612,2.069999933242798,0.414000004529953,0.0,5.0,1.0,0.8500000238418579,1.0,0.0
3 Germany (DE),7 Coal,631.1577758789062,210.38592529296875,5.827000141143799,1.9423333406448364,20.0,20.0,0.0,0.10000000149011612,0.75,0.021683577448129654,0.15000000596046448,0.09000000357627869,2.069999933242798,0.414000004529953,353.8800048828125,5.0,1.0,0.75,1.0,0.0
3 Germany (DE),8 District heating,265.0,88.33333587646484,3.8012523651123047,1.2670841217041016,20.0,20.0,0.0,0.10000000149011612,0.9800000190734863,0.0908207967877388,0.15000000596046448,0.1899999976158142,2.069999933242798,0.414000004529953,0.0,5.0,1.0,0.9800000190734863,1.0,0.0
3 Germany (DE),9 Electric,454.43359375,151.47787475585938,7.68253755569458,2.5608458518981934,20.0,20.0,0.0,0.10000000149011612,1.0,0.30300000309944153,0.10000000149011612,0.029999999329447746,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.0,0.0
3 Germany (DE),10 Heatpump Ground,2475.128662109375,825.0428466796875,31.321428298950195,10.440476417541504,20.0,20.0,-0.22650852799415588,0.10000000149011612,3.9000000953674316,0.30300000309944153,0.10000000149011612,-0.10999999940395355,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.7142857313156128,-0.07410000264644623
3 Germany (DE),11 Heatpump AirWater,1670.7117919921875,556.9039306640625,26.309999465942383,8.770000457763672,20.0,20.0,-0.22650852799415588,0.10000000149011612,3.200000047683716,0.30300000309944153,0.10000000149011612,-0.10999999940395355,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
3 Germany (DE),12 Heatpump AirAir,1430.72314453125,476.90771484375,20.238462448120117,6.746153831481934,20.0,20.0,-0.22650852799415588,0.10000000149011612,5.300000190734863,0.30300000309944153,0.10000000149011612,0.1599999964237213,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
3 Germany (DE),13 Solar Thermal,928.1732177734375,309.3910827636719,8.352380752563477,2.7841269969940186,20.0,20.0,-0.2630344033241272,0.10000000149011612,1.0,0.0,0.0,0.10000000149011612,0.6057140231132507,0.12114279717206955,0.0,5.0,1.0,1.0,1.0,0.0
4 Greece (EL),1 Oil,518.71435546875,172.90478515625,8.937369346618652,2.97912335395813,20.0,20.0,0.0,0.10000000149011612,0.75,0.08816346526145935,0.15000000596046448,-0.3700000047683716,2.069999933242798,0.414000004529953,266.760009765625,5.0,1.0,0.75,1.0,0.0
4 Greece (EL),2 Oil condensing,576.3492431640625,192.11642456054688,8.937369346618652,2.97912335395813,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.08816346526145935,0.15000000596046448,-0.07999999821186066,2.069999933242798,0.414000004529953,266.760009765625,5.0,1.0,0.8600000143051147,1.0,-0.02856915257871151
4 Greece (EL),3 Gas,341.016845703125,113.67228698730469,11.579980850219727,3.8599936962127686,20.0,20.0,0.0,0.10000000149011612,0.75,0.05162639915943146,0.15000000596046448,-0.019999999552965164,2.069999933242798,0.414000004529953,201.9600067138672,5.0,1.0,0.75,1.0,0.0
4 Greece (EL),4 Gas condensing,378.9076232910156,126.30253601074219,11.579980850219727,3.8599936962127686,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.05162639915943146,0.15000000596046448,-0.38999998569488525,2.069999933242798,0.414000004529953,201.9600067138672,5.0,1.0,0.8999999761581421,1.0,-0.02856915257871151
4 Greece (EL),5 Wood stove,338.13812255859375,112.71270751953125,24.941497802734375,8.31383228302002,20.0,20.0,0.0,0.10000000149011612,0.699999988079071,0.04600000008940697,0.30000001192092896,0.029999999329447746,2.069999933242798,0.414000004529953,0.0,5.0,1.0,0.699999988079071,1.0,0.0
4 Greece (EL),6 Wood boiler,1074.9373779296875,358.31243896484375,12.747876167297363,4.249291896820068,20.0,20.0,-0.09761079400777817,0.10000000149011612,0.8199999928474426,0.04600000008940697,0.30000001192092896,0.17000000178813934,2.069999933242798,0.414000004529953,0.0,5.0,1.0,0.8500000238418579,1.0,0.0
4 Greece (EL),7 Coal,392.1305847167969,130.71018981933594,5.045462131500244,1.6818207502365112,20.0,20.0,0.0,0.10000000149011612,0.75,0.015121238306164742,0.15000000596046448,0.05999999865889549,2.069999933242798,0.414000004529953,353.8800048828125,5.0,1.0,0.75,1.0,0.0
4 Greece (EL),8 District heating,237.68373107910156,79.22791290283203,3.4577529430389404,1.1525843143463135,20.0,20.0,0.0,0.10000000149011612,0.9800000190734863,0.07800000160932541,0.15000000596046448,0.14000000059604645,2.069999933242798,0.414000004529953,0.0,5.0,1.0,0.9800000190734863,1.0,0.0
4 Greece (EL),9 Electric,282.3340148925781,94.11133575439453,6.988306522369385,2.3294355869293213,20.0,20.0,0.0,0.10000000149011612,1.0,0.1720000058412552,0.10000000149011612,-0.23000000417232513,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.0,0.0
4 Greece (EL),10 Heatpump Ground,1820.94873046875,606.98291015625,23.753807067871094,7.917935371398926,20.0,20.0,-0.22650852799415588,0.10000000149011612,3.9000000953674316,0.1720000058412552,0.10000000149011612,-0.029999999329447746,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.7142857313156128,-0.07410000264644623
4 Greece (EL),11 Heatpump AirWater,976.748779296875,325.5829162597656,21.37842559814453,7.1261420249938965,20.0,20.0,-0.22650852799415588,0.10000000149011612,3.200000047683716,0.1720000058412552,0.10000000149011612,-0.14000000059604645,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
4 Greece (EL),12 Heatpump AirAir,647.6161499023438,215.87205505371094,20.464818954467773,6.821606159210205,20.0,20.0,-0.22650852799415588,0.10000000149011612,5.300000190734863,0.1720000058412552,0.10000000149011612,-0.05999999865889549,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
4 Greece (EL),13 Solar Thermal,746.7432250976562,248.91441345214844,7.917935371398926,2.6393117904663086,20.0,20.0,-0.2630344033241272,0.10000000149011612,1.0,0.0,0.0,0.1899999976158142,1.102856993675232,0.2205713987350464,0.0,5.0,1.0,1.0,1.0,0.0
5 Spain (ES),1 Oil,539.8493041992188,179.94976806640625,9.301521301269531,3.1005072593688965,20.0,20.0,0.0,0.10000000149011612,0.75,0.05648455023765564,0.15000000596046448,-0.07999999821186066,2.069999933242798,0.414000004529953,266.760009765625,5.0,1.0,0.75,1.0,0.0
5 Spain (ES),2 Oil condensing,599.83251953125,199.94418334960938,9.301521301269531,3.1005072593688965,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.05648455023765564,0.15000000596046448,-0.09000000357627869,2.069999933242798,0.414000004529953,266.760009765625,5.0,1.0,0.8600000143051147,1.0,-0.02856915257871151
5 Spain (ES),3 Gas,354.9115295410156,118.30384826660156,12.05180549621582,4.017268657684326,20.0,20.0,0.0,0.10000000149011612,0.75,0.08684297651052475,0.15000000596046448,-0.14000000059604645,2.069999933242798,0.414000004529953,201.9600067138672,5.0,1.0,0.75,1.0,0.0
5 Spain (ES),4 Gas condensing,394.3461608886719,131.44871520996094,12.05180549621582,4.017268657684326,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.08684297651052475,0.15000000596046448,-0.5,2.069999933242798,0.414000004529953,201.9600067138672,5.0,1.0,0.8999999761581421,1.0,-0.02856915257871151
5 Spain (ES),5 Wood stove,351.91552734375,117.30516815185547,25.957735061645508,8.652578353881836,20.0,20.0,0.0,0.10000000149011612,0.699999988079071,0.04600000008940697,0.30000001192092896,0.23000000417232513,2.069999933242798,0.414000004529953,0.0,5.0,1.0,0.699999988079071,1.0,0.0
5 Spain (ES),6 Wood boiler,1118.7354736328125,372.9118347167969,13.267287254333496,4.422429084777832,20.0,20.0,-0.09761079400777817,0.10000000149011612,0.8199999928474426,0.04600000008940697,0.30000001192092896,0.17000000178813934,2.069999933242798,0.414000004529953,0.0,5.0,1.0,0.8500000238418579,1.0,0.0
5 Spain (ES),7 Coal,408.1078796386719,136.0359649658203,5.251039028167725,1.750346302986145,20.0,20.0,0.0,0.10000000149011612,0.75,0.00700601888820529,0.15000000596046448,0.05000000074505806,2.069999933242798,0.414000004529953,353.8800048828125,5.0,1.0,0.75,1.0,0.0
5 Spain (ES),8 District heating,247.36813354492188,82.45603942871094,3.5986387729644775,1.199546217918396,20.0,20.0,0.0,0.10000000149011612,0.9800000190734863,0.07819200307130814,0.15000000596046448,0.0,2.069999933242798,0.414000004529953,0.0,5.0,1.0,0.9800000190734863,1.0,0.0
5 Spain (ES),9 Electric,293.8376770019531,97.94589233398438,7.273044586181641,2.4243481159210205,20.0,20.0,0.0,0.10000000149011612,1.0,0.2409999966621399,0.10000000149011612,-0.07000000029802322,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.0,0.0
5 Spain (ES),10 Heatpump Ground,1895.14306640625,631.71435546875,24.72165298461914,8.240550994873047,20.0,20.0,-0.22650852799415588,0.10000000149011612,3.9000000953674316,0.2409999966621399,0.10000000149011612,-0.029999999329447746,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.7142857313156128,-0.07410000264644623
5 Spain (ES),11 Heatpump AirWater,1016.5462646484375,338.8487548828125,22.249486923217773,7.4164958000183105,20.0,20.0,-0.22650852799415588,0.10000000149011612,3.200000047683716,0.2409999966621399,0.10000000149011612,-0.20999999344348907,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
5 Spain (ES),12 Heatpump AirAir,674.0032348632812,224.66773986816406,21.298654556274414,7.099551677703857,20.0,20.0,-0.22650852799415588,0.10000000149011612,5.300000190734863,0.2409999966621399,0.10000000149011612,-0.17000000178813934,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
5 Spain (ES),13 Solar Thermal,777.169189453125,259.056396484375,8.240550994873047,2.7468502521514893,20.0,20.0,-0.2630344033241272,0.10000000149011612,1.0,0.0,0.0,0.20000000298023224,1.0942859649658203,0.21885719895362854,0.0,5.0,1.0,1.0,1.0,0.0
6 France (FR),1 Oil,773.4281616210938,257.80938720703125,9.208499908447266,3.069499969482422,20.0,20.0,0.0,0.10000000149011612,0.75,0.07878020405769348,0.15000000596046448,-0.10000000149011612,2.069999933242798,0.414000004529953,266.760009765625,5.0,1.0,0.75,1.0,0.0
6 France (FR),2 Oil condensing,859.3646240234375,286.45489501953125,9.208499908447266,3.069499969482422,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.07878020405769348,0.15000000596046448,-0.14000000059604645,2.069999933242798,0.414000004529953,266.760009765625,5.0,1.0,0.8600000143051147,1.0,-0.02856915257871151
6 France (FR),3 Gas,474.03662109375,158.01220703125,11.902142524719238,3.967381000518799,20.0,20.0,0.0,0.10000000149011612,0.75,0.07714986056089401,0.15000000596046448,-0.23000000417232513,2.069999933242798,0.414000004529953,201.9600067138672,5.0,1.0,0.75,1.0,0.0
6 France (FR),4 Gas condensing,526.7073364257812,175.56912231445312,11.902142524719238,3.967381000518799,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.07714986056089401,0.15000000596046448,-0.38999998569488525,2.069999933242798,0.414000004529953,201.9600067138672,5.0,1.0,0.8999999761581421,1.0,-0.02856915257871151
6 France (FR),5 Wood stove,485.1252136230469,161.70840454101562,26.309999465942383,8.770000457763672,20.0,20.0,0.0,0.10000000149011612,0.699999988079071,0.04600000008940697,0.30000001192092896,0.05999999865889549,2.069999933242798,0.414000004529953,0.0,5.0,1.0,0.699999988079071,1.0,0.0
6 France (FR),6 Wood boiler,1386.072021484375,462.02398681640625,13.008832931518555,4.336277961730957,20.0,20.0,-0.09761079400777817,0.10000000149011612,0.8199999928474426,0.04600000008940697,0.30000001192092896,0.10999999940395355,2.069999933242798,0.414000004529953,0.0,5.0,1.0,0.8500000238418579,1.0,0.0
6 France (FR),7 Coal,526.7073364257812,175.56912231445312,5.689354419708252,1.896451473236084,20.0,20.0,0.0,0.10000000149011612,0.75,0.02410232089459896,0.15000000596046448,0.12999999523162842,2.069999933242798,0.414000004529953,353.8800048828125,5.0,1.0,0.75,1.0,0.0
6 France (FR),8 District heating,259.0,86.33333587646484,3.7463810443878174,1.2487937211990356,20.0,20.0,0.0,0.10000000149011612,0.9800000190734863,0.07068599760532379,0.15000000596046448,0.28999999165534973,2.069999933242798,0.414000004529953,0.0,5.0,1.0,0.9800000190734863,1.0,0.0
6 France (FR),9 Electric,379.22930908203125,126.4097671508789,7.571639537811279,2.5238800048828125,20.0,20.0,0.0,0.10000000149011612,1.0,0.1889999955892563,0.10000000149011612,-0.28999999165534973,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.0,0.0
6 France (FR),10 Heatpump Ground,2356.322509765625,785.4407958984375,26.309999465942383,8.770000457763672,20.0,20.0,-0.22650852799415588,0.10000000149011612,3.9000000953674316,0.1889999955892563,0.10000000149011612,-0.029999999329447746,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.7142857313156128,-0.07410000264644623
6 France (FR),11 Heatpump AirWater,1524.67919921875,508.2264099121094,23.804285049438477,7.934762001037598,20.0,20.0,-0.22650852799415588,0.10000000149011612,3.200000047683716,0.1889999955892563,0.10000000149011612,-0.09000000357627869,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
6 France (FR),12 Heatpump AirAir,1295.3944091796875,431.7981262207031,23.61153793334961,7.870512962341309,20.0,20.0,-0.22650852799415588,0.10000000149011612,5.300000190734863,0.1889999955892563,0.10000000149011612,-0.10000000149011612,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.6000000238418579,-0.1316000074148178
6 France (FR),13 Solar Thermal,845.50390625,281.8346252441406,8.352380752563477,2.7841269969940186,20.0,20.0,-0.2630344033241272,0.10000000149011612,1.0,0.0,0.0,-0.029999999329447746,0.7085710167884827,0.1417142003774643,0.0,5.0,1.0,1.0,1.0,0.0
7 Ireland (IE),1 Oil,608.4442749023438,202.8147735595703,4.9993109703063965,1.6664369106292725,20.0,20.0,0.0,0.10000000149011612,0.75,0.05667880177497864,0.15000000596046448,-0.20000000298023224,2.069999933242798,0.414000004529953,266.760009765625,5.0,1.0,0.75,1.0,0.0
7 Ireland (IE),2 Oil condensing,676.0492553710938,225.34974670410156,4.9993109703063965,1.6664369106292725,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.05667880177497864,0.15000000596046448,-0.3400000035762787,2.069999933242798,0.414000004529953,266.760009765625,5.0,1.0,0.8600000143051147,1.0,-0.02856915257871151
7 Ireland (IE),3 Gas,400.00775146484375,133.33592224121094,7.481961727142334,2.4939873218536377,20.0,20.0,0.0,0.10000000149011612,0.75,0.07545532286167145,0.15000000596046448,-0.05000000074505806,2.069999933242798,0.414000004529953,201.9600067138672,5.0,1.0,0.75,1.0,0.0
7 Ireland (IE),4 Gas condensing,444.45306396484375,148.15101623535156,7.481961727142334,2.4939873218536377,20.0,20.0,-0.08406426757574081,0.10000000149011612,0.9200000166893005,0.07545532286167145,0.15000000596046448,-0.28999999165534973,2.069999933242798,0.414000004529953,201.9600067138672,5.0,1.0,0.8999999761581421,1.0,-0.02856915257871151
7 Ireland (IE),5 Wood stove,396.63104248046875,132.21034240722656,28.567489624023438,9.522497177124023,20.0,20.0,0.0,0.10000000149011612,0.699999988079071,0.04600000008940697,0.30000001192092896,0.14000000059604645,2.069999933242798,0.414000004529953,0.0,5.0,1.0,0.699999988079071,1.0,0.0
7 Ireland (IE),6 Wood boiler,1260.8857421875,420.29522705078125,12.696661949157715,4.232220649719238,20.0,20.0,-0.09761079400777817,0.10000000149011612,0.8199999928474426,0.04600000008940697,0.30000001192092896,0.15000000596046448,2.069999933242798,0.414000004529953,0.0,5.0,1.0,0.8500000238418579,1.0,0.0
7 Ireland (IE),7 Coal,459.9634094238281,153.32113647460938,5.579696178436279,1.8598988056182861,20.0,20.0,0.0,0.10000000149011612,0.75,0.03445485979318619,0.15000000596046448,0.25999999046325684,2.069999933242798,0.414000004529953,353.8800048828125,5.0,1.0,0.75,1.0,0.0
7 Ireland (IE),8 District heating,278.7995300292969,92.93317413330078,4.055893421173096,1.3519644737243652,20.0,20.0,0.0,0.10000000149011612,0.9800000190734863,0.07819200307130814,0.15000000596046448,0.0,2.069999933242798,0.414000004529953,0.0,5.0,1.0,0.9800000190734863,1.0,0.0
7 Ireland (IE),9 Electric,331.17364501953125,110.39122009277344,8.19718074798584,2.732393741607666,20.0,20.0,0.0,0.10000000149011612,1.0,0.2290000021457672,0.10000000149011612,-0.05000000074505806,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.0,0.0
7 Ireland (IE),10 Heatpump Ground,2135.946044921875,711.9820556640625,34.00891876220703,11.336305618286133,20.0,20.0,-0.22650852799415588,0.10000000149011612,3.9000000953674316,0.2290000021457672,0.10000000149011612,0.009999999776482582,2.069999933242798,0.414000004529953,0.0,5.0,1.0,1.0,0.7142857313156128,-0.07410000264644623
