RTI,T2TI,1 Carbon Costs ($/MWh),2 std ($/MWh),3 Investment ($/kW),4 std ($/MWh),5 Fuel ($/MWh),6 std ($/MWh),7 O&M ($/MWh),8 std ($/MWh),9 Lifetime (years),10 Lead Time (years),11 Decision Load Factor,12 Type (0;1;2;3),13 Efficiency (%),14 Resource (%),15 Emissions (tCO2/GWh),16 Learning exp,17 Discount Rate (%),18 Variable (0 or 1),19 Flexible (0 or 1),20 Baseload (0 or 1),21 Storage,22 Gamma,23 Value factor
3 Germany (DE),7 CCGT,0.0,0.0,1023.1799926757812,409.2720031738281,58.10900115966797,23.243999481201172,8.861000061035156,2.6730000972747803,25.0,3.0,0.8500000238418579,1.0,0.5649999976158142,0.5132108330726624,370.0,-0.05889368802309036,0.05000000074505806,0.0,1.0,0.0,0.0,-0.5099999904632568,1.149999976158142
3 Germany (DE),8 CCGT + CCS,0.0,0.0,2122.158935546875,848.864013671875,64.10099792480469,25.639999389648438,19.336999893188477,1.003000020980835,30.0,3.0,0.8500000238418579,1.0,0.4480000138282776,0.42317384481430054,37.0,-0.07400058209896088,0.05000000074505806,0.0,1.0,0.0,0.0,0.009999999776482582,1.149999976158142
3 Germany (DE),9 OCGT,0.0,0.0,498.2659912109375,199.3070068359375,88.03099822998047,35.21200180053711,26.31999969482422,8.77299976348877,25.0,3.0,0.0,1.0,0.36000001430511475,0.4000000059604645,370.0,-0.05889368802309036,0.05000000074505806,0.0,1.0,0.0,0.0,0.0,1.149999976158142
3 Germany (DE),10 OCGT + CCS,0.0,0.0,1417.009033203125,425.1029968261719,94.67400360107422,37.869998931884766,46.75199890136719,12.01099967956543,27.0,3.0,0.0,1.0,0.3240000009536743,0.36000001430511475,37.0,-0.07400058209896088,0.05000000074505806,0.0,1.0,0.0,0.0,0.0,1.149999976158142
3 Germany (DE),11 Biomass,0.0,0.0,2909.056884765625,899.8319702148438,76.2760009765625,30.510000228881836,20.54199981689453,7.083000183105469,25.0,2.0,0.8500000238418579,2.0,0.3199999928474426,0.31011587381362915,0.0,-0.07400058209896088,0.05000000074505806,0.0,0.0,1.0,0.0,-0.5099999904632568,1.0
3 Germany (DE),12 Biomass + CCS,0.0,0.0,4676.52880859375,1416.0789794921875,122.04100036621094,48.816001892089844,32.867000579833984,11.333000183105469,25.0,2.0,0.8500000238418579,2.0,0.30000001192092896,0.27319732308387756,-980.7567749023438,-0.10469737648963928,0.05000000074505806,0.0,0.0,1.0,0.0,0.009999999776482582,1.0
3 Germany (DE),13 Large Hydro,0.0,0.0,2251.068115234375,900.427001953125,0.0,0.0,9.75100040435791,3.9000000953674316,60.0,5.0,0.4000000059604645,4.0,1.0,1.0,0.0,-0.02034044824540615,0.05000000074505806,0.0,1.0,0.0,0.0,0.03999999910593033,1.149999976158142
3 Germany (DE),14 Pumped Hydro,0.0,0.0,509.7090148925781,50.97100067138672,0.0,0.0,24.351999282836914,1.4160000085830688,46.0,5.0,0.0,5.0,0.75,0.75,0.0,-0.20000000298023224,0.05000000074505806,0.0,0.0,0.0,1.0,0.05999999865889549,1.149999976158142
3 Germany (DE),15 Geothermal,0.0,0.0,4221.46923828125,1279.739013671875,0.0,0.0,16.29599952697754,8.390999794006348,40.0,2.0,0.8500000238418579,3.0,1.0,1.0,0.0,-0.07400058209896088,0.05000000074505806,0.0,0.0,1.0,0.0,-0.05000000074505806,1.0
3 Germany (DE),16 Marine,0.0,0.0,9443.0,3777.199951171875,0.0,0.0,60.0,20.0,25.0,2.0,0.0,3.0,1.0,1.0,0.0,-0.08399999886751175,0.05000000074505806,0.0,0.0,1.0,0.0,0.0,1.0
3 Germany (DE),17 Onshore,0.0,0.0,1750.0,700.0,0.0,0.0,20.902000427246094,8.361000061035156,26.0,1.0,0.26499998569488525,0.0,1.0,1.0,0.0,-0.1940000057220459,0.02500000037252903,1.0,0.0,0.0,0.0,0.20000000298023224,0.8500000238418579
3 Germany (DE),18 Offshore,0.0,0.0,2895.0,1158.0,0.0,0.0,19.100000381469727,7.639999866485596,26.0,3.0,0.38999998569488525,0.0,1.0,1.0,0.0,-0.1940000057220459,0.0430000014603138,1.0,0.0,0.0,0.0,-0.2199999988079071,0.8999999761581421
3 Germany (DE),19 Solar PV,0.0,0.0,731.0,292.3999938964844,0.0,0.0,11.840999603271484,4.7170000076293945,40.0,1.0,0.1599999964237213,0.0,1.0,1.0,0.0,-0.3190000057220459,0.020999999716877937,1.0,0.0,0.0,0.0,0.3700000047683716,0.8500000238418579
3 Germany (DE),20 CSP,0.0,0.0,5875.84716796875,1982.386962890625,0.0,0.0,22.256000518798828,8.70199966430664,25.0,2.0,0.3199999928474426,0.0,0.20000000298023224,0.20000000298023224,0.0,-0.1940000057220459,0.05000000074505806,0.0,0.0,1.0,0.0,0.0,1.0
3 Germany (DE),21 Fuel cells / Turbine,0.0,0.0,1513.8050537109375,64.1719970703125,9999.0,0.0,11.722000122070312,3.5320000648498535,27.0,3.0,0.8500000238418579,5.0,0.5699999928474426,0.7202959060668945,359.2953186035156,-0.07100000232458115,0.05000000074505806,0.0,0.0,0.0,1.0,0.0,1.0
3 Germany (DE),22 Lithium-ion,0.0,0.0,910.114990234375,76.3239974975586,0.0,0.0,42.53799819946289,2.6080000400543213,18.0,1.0,0.0,5.0,0.9169999957084656,1.0,0.0,-0.1679999977350235,0.05000000074505806,0.0,0.0,0.0,1.0,0.0,1.0
4 Greece (EL),1 Nuclear,0.0,0.0,6580.0,2632.0,6.789000034332275,2.7149999141693115,30.320999145507812,12.128000259399414,60.0,9.0,0.949999988079071,1.0,1.0,1.0,0.0,-0.08620103448629379,0.05000000074505806,0.0,0.0,1.0,0.0,0.0,1.0
4 Greece (EL),2 Oil,0.0,0.0,2084.0,833.5999755859375,64.15399932861328,25.660999298095703,17.15999984741211,6.863999843597412,40.0,4.0,0.8500000238418579,1.0,0.44999998807907104,0.27261656522750854,751.8496704101562,-0.014499569311738014,0.05000000074505806,0.0,1.0,0.0,0.0,0.05000000074505806,1.0
4 Greece (EL),3 Coal,0.0,0.0,2294.51806640625,917.8070068359375,12.961999893188477,5.184999942779541,33.7400016784668,13.496000289916992,40.0,4.0,0.8500000238418579,1.0,0.4000000059604645,0.41682004928588867,760.0,-0.04394334927201271,0.0860000029206276,0.0,0.0,1.0,0.0,0.09000000357627869,1.0
4 Greece (EL),4 Coal + CCS,0.0,0.0,4015.64794921875,1606.259033203125,26.770999908447266,10.708000183105469,31.261999130249023,6.900000095367432,40.0,3.0,0.8500000238418579,1.0,0.3499999940395355,0.3671986162662506,76.0,-0.07400058209896088,0.05000000074505806,0.0,0.0,1.0,0.0,0.03999999910593033,1.0
4 Greece (EL),5 Waste,0.0,0.0,2190.72412109375,876.2899780273438,76.2760009765625,30.510000228881836,20.54199981689453,7.083000183105469,40.0,4.0,0.8500000238418579,2.0,0.25,0.31011587381362915,0.0,-0.07400058209896088,0.05000000074505806,0.0,0.0,1.0,0.0,0.05000000074505806,1.0
4 Greece (EL),6 Waste + CCS,0.0,0.0,4676.52880859375,1416.0789794921875,122.04100036621094,48.816001892089844,32.867000579833984,11.333000183105469,40.0,4.0,0.8500000238418579,2.0,0.15000000596046448,0.27319732308387756,0.0,-0.10469737648963928,0.05000000074505806,0.0,0.0,1.0,0.0,0.0,1.0
4 Greece (EL),7 CCGT,0.0,0.0,1023.1799926757812,409.2720031738281,58.10900115966797,23.243999481201172,4.36899995803833,2.2980000972747803,25.0,5.0,0.8500000238418579,1.0,0.5649999976158142,0.5132108330726624,370.0,-0.05889368802309036,0.05000000074505806,0.0,1.0,0.0,0.0,-0.8199999928474426,1.149999976158142
4 Greece (EL),8 CCGT + CCS,0.0,0.0,2122.158935546875,848.864013671875,64.10099792480469,25.639999389648438,17.172000885009766,4.793000221252441,30.0,3.0,0.8500000238418579,1.0,0.4480000138282776,0.42317384481430054,37.0,-0.07400058209896088,0.05000000074505806,0.0,1.0,0.0,0.0,0.05999999865889549,1.149999976158142
4 Greece (EL),9 OCGT,0.0,0.0,498.2659912109375,199.3070068359375,88.03099822998047,35.21200180053711,16.632999420166016,5.793000221252441,25.0,2.0,0.0,1.0,0.36000001430511475,0.4000000059604645,370.0,-0.05889368802309036,0.05000000074505806,0.0,1.0,0.0,0.0,0.0,1.149999976158142
4 Greece (EL),10 OCGT + CCS,0.0,0.0,1376.126953125,412.8380126953125,94.67400360107422,37.869998931884766,39.5369987487793,10.588000297546387,27.0,2.0,0.0,1.0,0.3240000009536743,0.36000001430511475,37.0,-0.07400058209896088,0.05000000074505806,0.0,1.0,0.0,0.0,0.0,1.149999976158142
4 Greece (EL),11 Biomass,0.0,0.0,2909.056884765625,899.8319702148438,76.2760009765625,30.510000228881836,20.54199981689453,7.083000183105469,25.0,2.0,0.8500000238418579,2.0,0.3199999928474426,0.31011587381362915,0.0,-0.07400058209896088,0.05000000074505806,0.0,0.0,1.0,0.0,0.05000000074505806,1.0
4 Greece (EL),12 Biomass + CCS,0.0,0.0,4676.52880859375,1416.0789794921875,122.04100036621094,48.816001892089844,32.867000579833984,11.333000183105469,25.0,2.0,0.8500000238418579,2.0,0.30000001192092896,0.27319732308387756,-980.7567749023438,-0.10469737648963928,0.05000000074505806,0.0,0.0,1.0,0.0,0.03999999910593033,1.0
4 Greece (EL),13 Large Hydro,0.0,0.0,2251.068115234375,900.427001953125,0.0,0.0,12.84000015258789,4.164999961853027,60.0,5.0,0.4000000059604645,4.0,1.0,1.0,0.0,-0.02034044824540615,0.05000000074505806,0.0,1.0,0.0,0.0,0.03999999910593033,1.149999976158142
4 Greece (EL),14 Pumped Hydro,0.0,0.0,2968.154052734375,1013.5230102539062,0.0,0.0,55.50699996948242,9.788000106811523,46.0,6.0,0.0,5.0,0.75,0.75,0.0,-0.20000000298023224,0.05000000074505806,0.0,0.0,0.0,1.0,0.03999999910593033,1.149999976158142
4 Greece (EL),15 Geothermal,0.0,0.0,4221.46923828125,1279.739013671875,0.0,0.0,16.29599952697754,8.390999794006348,40.0,2.0,0.8500000238418579,3.0,1.0,1.0,0.0,-0.07400058209896088,0.05000000074505806,0.0,0.0,1.0,0.0,0.0,1.0
4 Greece (EL),16 Marine,0.0,0.0,9443.0,3777.199951171875,0.0,0.0,60.0,20.0,25.0,2.0,0.0,3.0,1.0,1.0,0.0,-0.08399999886751175,0.05000000074505806,0.0,0.0,1.0,0.0,0.0,1.0
4 Greece (EL),17 Onshore,0.0,0.0,1563.0,625.2000122070312,0.0,0.0,18.91200065612793,7.565000057220459,26.0,1.0,0.26499998569488525,0.0,1.0,1.0,0.0,-0.1940000057220459,0.06599999964237213,1.0,0.0,0.0,0.0,-0.49000000953674316,0.8500000238418579
4 Greece (EL),18 Offshore,0.0,0.0,3138.0,1255.199951171875,0.0,0.0,21.399999618530273,8.5600004196167,26.0,3.0,0.38999998569488525,0.0,1.0,1.0,0.0,-0.1940000057220459,0.05000000074505806,1.0,0.0,0.0,0.0,0.03999999910593033,0.8999999761581421
4 Greece (EL),19 Solar PV,0.0,0.0,626.0,250.39999389648438,0.0,0.0,9.699999809265137,2.618000030517578,40.0,1.0,0.1599999964237213,0.0,1.0,1.0,0.0,-0.3190000057220459,0.0560000017285347,1.0,0.0,0.0,0.0,-0.23000000417232513,0.8500000238418579
4 Greece (EL),20 CSP,0.0,0.0,5875.84716796875,1982.386962890625,0.0,0.0,22.256000518798828,8.70199966430664,25.0,2.0,0.3199999928474426,0.0,0.20000000298023224,0.20000000298023224,0.0,-0.1940000057220459,0.05000000074505806,0.0,0.0,1.0,0.0,0.0,1.0
