Gamma
-0.41
-0.36
0.01
0.11
0.02
0.06
-0.55
-0.36
0.04
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.08
-0.14
-0.37
-0.27
-0.07
0.13
0.18
0.28
0.04
-0.57
-0.56
-0.24
-0.41
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.29
-0.76
-0.45
-0.2
-0.07
0.0
0.01
0.01
-0.34
-0.14
-0.27
0.22
-0.28
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.04
-0.33
-0.05
-0.11
0.23
0.0
-0.02
0.06
0.13
-0.67
0.08
-0.34
-0.61
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.05
-0.0
0.2
-0.54
-0.1
-0.21
-0.09
0.12
-0.17
-0.4
-0.5
0.34
-0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.18
-0.03
-0.11
-0.6
-0.36
-0.29
0.64
-0.17
0.01
-0.34
-0.48
0.01
-0.59
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.14
-0.51
0.01
0.01
0.01
0.01
0.01
0.01
0.07
-0.37
-0.7
-0.26
0.18
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.13
-0.07
-0.2
-0.39
-0.25
-0.02
0.38
0.21
-0.12
-0.32
-0.54
-0.36
-0.64
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.06
-0.48
0.08
-0.48
-0.39
-0.02
0.06
-0.01
0.01
-0.52
-0.62
-0.49
-0.47
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.07
0.05
-0.2
-0.19
0.03
0.22
0.09
0.04
-0.1
-0.6
-0.43
0.13
-0.5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.11
-0.09
0.0
0.0
0.0
0.0
0.0
0.0
-0.24
-0.82
-0.47
-0.04
0.33
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.06
-0.12
-0.05
-0.48
-0.53
-0.61
0.11
0.21
0.01
-0.7
-0.1
-0.52
-0.67
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.22
-0.19
0.07
-0.42
0.12
0.01
0.01
0.08
-0.36
-0.57
-0.32
-0.41
-0.18
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.1
0.27
0.11
0.08
-0.26
-0.61
0.43
0.2
0.12
-0.16
-0.27
-0.47
0.1
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.21
-0.51
-0.34
-0.65
-0.43
0.06
0.51
0.32
-0.03
-0.36
-0.28
-0.26
-0.22
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.03
-0.4
-0.24
-0.55
-0.18
0.01
0.25
-0.09
0.11
-0.37
-0.68
-0.53
-0.19
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.02
0.05
0.18
-0.14
-0.37
-0.13
0.01
-0.08
-0.15
-0.45
-0.47
-0.03
-0.2
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.09
-0.04
0.34
-0.13
-0.02
0.35
0.11
-0.15
-0.29
-0.3
-0.39
0.11
-0.26
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.01
-0.26
-0.0
-0.0
-0.0
-0.0
-0.0
0.05
0.24
0.05
-0.0
-0.0
-0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.19
0.11
-0.04
-0.34
-0.0
-0.03
0.33
0.07
-0.03
-0.35
-0.45
-0.45
-0.34
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.3
0.0
0.05
-0.01
0.38
0.25
0.46
0.0
-0.02
-0.66
-0.54
-0.32
0.08
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.15
-0.02
0.0
0.0
-0.05
0.15
0.38
0.23
-0.13
-0.31
0.0
0.0
-0.39
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.37
-0.33
0.01
-0.18
-0.32
-0.3
0.02
0.02
-0.14
-0.56
-0.62
-0.32
-0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.14
-0.01
-0.21
-0.19
0.14
0.73
-0.19
-0.4
0.07
-0.3
-0.61
-0.15
0.58
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.35
0.01
0.16
-0.06
-0.09
0.31
0.01
0.01
-0.44
-0.83
-0.62
-0.64
0.44
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.16
-0.2
0.08
-0.45
0.26
0.36
0.0
0.0
-0.29
-0.56
-0.69
-0.39
0.31
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.22
-0.04
-0.12
-0.37
0.12
0.27
-0.19
0.0
-0.16
-0.31
-0.33
-0.33
0.32
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.22
-0.77
0.02
-0.32
0.39
-0.4
-0.11
0.13
-0.72
-0.74
0.01
0.01
-0.15
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.01
0.01
0.62
0.29
-0.29
-0.31
-0.34
-0.07
-0.36
-0.49
-0.35
-0.2
0.01
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.18
-0.08
-0.26
-0.24
0.09
0.21
-0.3
-0.28
-0.57
-0.17
-0.14
-0.08
-0.07
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.22
-0.35
-0.26
-0.27
-0.07
-0.23
0.05
0.01
-0.34
0.01
0.01
0.01
-0.25
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.05
-0.39
-0.08
-0.13
-0.07
-0.11
0.01
0.01
-0.03
-0.56
0.01
0.01
-0.19
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.43
-0.27
-0.44
-0.26
0.27
-0.17
0.05
0.01
-0.61
0.01
0.01
0.01
-0.16
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.47
-0.59
0.13
-0.14
0.01
0.01
0.01
0.01
-0.45
-0.54
-0.57
-0.41
-0.72
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.47
-0.48
0.44
0.02
0.03
-0.01
-0.03
0.0
-0.34
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.34
-0.39
-0.0
-0.54
0.15
-0.16
0.14
0.0
-0.53
0.0
0.0
0.0
0.01
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.15
-0.41
-0.18
-0.32
0.18
0.11
-0.12
-0.21
0.11
-0.27
-0.54
0.16
-0.17
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.26
0.51
0.24
0.47
-0.0
-0.0
-0.0
-0.0
0.21
-0.43
-0.3
0.07
0.08
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.01
-0.25
0.26
0.05
-0.05
-0.39
0.3
0.0
-0.38
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.36
0.22
-0.26
-0.31
0.01
-0.13
-0.02
0.0
-0.16
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.24
0.07
-0.42
-0.57
-0.09
-0.32
-0.04
0.0
0.11
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.16
-0.27
0.13
-0.12
-0.19
-0.15
-0.21
0.09
-0.46
0.0
0.0
0.0
-0.15
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.49
0.03
-0.07
-0.38
0.06
-0.55
-0.04
0.48
-0.28
-0.92
-0.7
-0.41
0.01
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.35
-0.1
-0.0
-0.0
-0.0
-0.0
-0.05
-0.0
-0.04
-0.0
-0.0
-0.0
-0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.0
0.07
0.01
0.01
-0.06
-0.45
0.04
0.01
-0.45
0.01
0.01
0.01
-0.69
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.14
0.26
-0.0
-0.0
-0.08
-0.16
0.07
-0.0
-0.01
-0.0
-0.0
-0.0
0.1
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.66
-0.01
-0.01
-0.14
-0.26
-0.52
-0.06
0.01
-0.44
0.01
0.01
0.01
0.01
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.56
-0.58
0.22
0.04
0.0
-0.21
0.3
0.01
-0.73
0.01
0.01
0.01
0.01
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.09
-0.08
-0.07
-0.2
0.09
-0.38
0.27
0.01
-0.37
0.01
0.01
0.01
0.01
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.17
-0.21
0.27
0.1
-0.21
-0.42
-0.23
0.04
-0.11
0.0
0.0
0.0
0.11
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.05
-0.23
0.0
0.0
0.29
0.53
0.0
0.0
-0.62
-0.45
-0.48
-0.08
0.3
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.04
-0.35
0.06
-0.34
-0.07
-0.11
0.11
0.0
-0.12
0.0
0.0
0.0
0.19
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.26
-0.05
0.05
-0.53
-0.27
-0.31
-0.13
0.0
-0.15
0.0
0.0
0.0
0.14
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.08
-0.15
0.1
-0.06
-0.08
-0.29
0.02
0.0
-0.13
0.0
0.0
0.0
0.14
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.3
-0.03
0.06
-0.04
0.1
-0.2
0.08
0.0
-0.34
0.0
0.0
0.0
0.27
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.25
-0.24
-0.09
-0.02
-0.23
-0.27
-0.13
0.0
-0.3
0.0
0.0
0.0
0.15
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.01
-0.05
0.12
-0.23
0.13
-0.07
0.27
-0.0
-0.26
-0.0
-0.0
-0.0
0.35
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.1
0.01
0.21
-0.35
-0.07
-0.11
0.01
0.0
-0.3
0.0
0.0
0.0
-0.18
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
0.26
-0.32
0.17
-0.1
-0.22
-0.61
-0.09
0.0
-0.17
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
Gamma
-0.39
-0.62
0.48
0.11
-0.06
-0.36
-0.14
0.0
0.02
0.0
0.0
0.0
0.17
0.0
0.0
0.0
0.0
0.0
0.0
0.0
