,1 Prices cars (USD/veh),2 Std of price,3 fuel cost (USD/km),4 std fuel cost,5 O&M costs (USD/km),6 std O&M,7 Discount rate,8 lifetime,9 energy use (MJ/km),10 Dist traveled pa (km),11 occupancy rate p/sea,12 Cap_F (Mpkm/kseats-y),13 Gam (initial),14 CO2Emissions,15 Seats/Veh,16 Learning exponent,17 Turnover rate,18 Battery cap (kWh),19 Battery cost ($/kWh),20 Markup factor,21 Rare metal price,22 Engine density
18 Hybrid Lux,35335.55,11818,0.08551724137931034,0.016896551724137933,0.066,0.04,0.15,12,2.3586206896551727,16251,0.375,6.094125,-0.3,160,4,-0.0144995696951151,4,0,0,0,0,0
19 Electric Econ,35940.04742203544,18872.734998028704,0.03675,0.00478,0.019,0.04,0.15,12,0.63,16251,0.375,6.094125,-0.3,22.437167942583734,4,-0.23,4,17.6,150,1.05,1.00045,0.996
20 Electric Mid,45804.84444297864,22458.56767744897,0.039060000000000004,0.0022446000000000002,0.0255,0.05,0.15,12,0.67,16251,0.375,6.094125,-0.7,31.412035119617226,4,-0.23,4,51.4,150,1.05,1.00045,0.996
21 Electric Lux,75860.17871313183,47623.14730924459,0.050169,0.012,0.032,0.06,0.15,12,0.86,16251,0.375,6.094125,-1.1,38.89109110047848,4,-0.23,4,82,150,1.05,1.00045,0.996
22 PHEV Econ,37642.83,5328.4,0.02031034482758621,0.01267241379310345,0.046,0.04,0.15,12,0.5601724137931036,16251,0.375,6.094125,-0.2,38,4,-0.23,4,11.7,150,1.05,1.00045,0.996
23 PHEV Mid,32111.3,6146.8,0.02597570961369803,0.013517241379310345,0.065,0.05,0.15,12,0.7164268296681231,16251,0.375,6.094125,-0.5,48.59971476111243,4,-0.23,4,11.7,150,1.05,1.00045,0.996
24 PHEV Lux,64049.42,49702,0.03676377178356567,0.05660344827586207,0.08,0.06,0.15,12,1.0139685443531823,16251,0.375,6.094125,-1,68.78383107892931,4,-0.23,4,11.7,150,1.05,1.00045,0.996
25 Hydrogen Econ,10000,1000,0,0,0.046,0.04,0.15,12,0,16251,0.375,6.094125,0,0,4,-0.23,4,0,0,0,0,0
26 Hydrogen Mid,20000,1000,0,0,0.065,0.05,0.15,12,0,16251,0.375,6.094125,0,0,4,-0.23,4,0,0,0,0,0
27 Hydrogen Lux,68274.21,3175.63348897925,0,0,0.08,0.06,0.15,12,0,16251,0.375,6.094125,-0.1,0,4,-0.23,4,0,0,0,0,0
28 Bikes Econ,3808,1326,0.026724137931034484,0.0031258620689655174,0.03,0.03,0.15,7,0.7370689655172414,8125.5,0.55,4.469025,0,50,2,-0.0144995696951151,3,0,0,0,0,0
29 Bikes Lux,14932,5760,0.03741379310344827,0.03945344827586208,0.03,0.03,0.15,7,1.0318965517241379,8125.5,0.55,4.469025,0,70,2,-0.0144995696951151,3,0,0,0,0,0
30 Bikes Adv Econ,3808,1326,0.026724137931034484,0.09462068965517241,0.03,0.03,0.15,7,0.7370689655172414,8125.5,0.55,4.469025,0,50,2,-0.0144995696951151,3,0,0,0,0,0
31 Bikes Adv Lux,14932,5760,0.03741379310344827,0.09462068965517241,0.03,0.03,0.15,7,1.0318965517241379,8125.5,0.55,4.469025,0,70,2,-0.0144995696951151,3,0,0,0,0,0
