,1 Prices cars (USD/veh),2 Std of price,3 fuel cost (USD/km),4 std fuel cost,5 O&M costs (USD/km),6 std O&M,7 Discount rate,8 lifetime,9 energy use (MJ/km),10 Dist traveled pa (km),11 occupancy rate p/sea,12 Cap_F (Mpkm/kseats-y),13 Gam (initial),14 CO2Emissions,15 Seats/Veh,16 Learning exponent,17 Turnover rate,18 Battery cap (kWh),19 Battery cost ($/kWh),20 Markup factor,21 Rare metal price,22 Engine density
11 Adv Diesel Mid,22950,1000,0.05147222943396227,0.06,0.051,0,0.15,15,2.4343510958490566,14577,0.375,5.466375,0,115.33826086956522,4,-0.07400058144377691,4,0,0,0,0,0
12 Adv Diesel Lux,23076.94,14076.4986206936,0.06340781886792454,0.06,0.064,0,0.15,15,2.457094890373133,14577,0.375,5.466375,0,241.16181818181818,4,-0.07400058144377691,4,0,0,0,0,0
13 CNG Econ,14136.15,1050,0.017112053894736842,0,0.039,0.02,0.15,15,0,14577,0.375,5.466375,0,125.52374999999998,4,-0.014499569695115089,4,0,0,0,0,0
14 CNG Mid,24097.5,1050,0.019356257684210534,0,0.056,0.03,0.15,15,0,14577,0.375,5.466375,0,131.43428571428572,4,-0.014499569695115089,4,0,0,0,0,0
15 CNG Lux,24230.78,14780.32355172828,0.023844665263157903,0,0.066,0.04,0.15,15,0,14577,0.375,5.466375,0,131.43428571428572,4,-0.014499569695115089,4,0,0,0,0,0
16 Hybrid Econ,20265.57,719.7491,0.04774454634119664,0.026,0.039,0.03,0.15,15,1.3168253910233267,14577,0.375,5.466375,0,89.32850605772275,4,-0.07,4,0,0,0,0,0
17 Hybrid Mid,25620.44,4419.4,0.050700883678732836,0.026,0.056,0.04,0.15,15,1.3983630821069863,14577,0.375,5.466375,-0.2,94.85971785053239,4,-0.07,4,0,0,0,0,0
18 Hybrid Lux,37338.88,13422.7486389078,0.09493209365276878,0.026,0.066,0.04,0.15,15,2.618288389455397,14577,0.375,5.466375,0,177.61488489872866,4,-0.07,4,0,0,0,0,0
19 Electric Econ,30909.71620398252,12517,0.017499999999999998,0,0.046,0.04,0.15,15,0.63,14577,0.375,5.466375,0,38.7018,4,-0.23,4,12.6,150,1.05,1.00045,0.996
20 Electric Mid,57587.75755601297,397.4819,0.018611111111111113,0,0.065,0.05,0.15,15,0.67,14577,0.375,5.466375,0,54.1824,4,-0.23,4,43.778509842693644,150,1.05,1.00045,0.996
21 Electric Lux,60000,300,0.024166666666666666,0,0.08,0.06,0.15,15,0.86,14577,0.375,5.466375,0,67.083,4,-0.23,4,76.36052127537562,150,1.05,1.00045,0.996
22 PHEV Econ,36620,1000,0.010689655172413793,0.03614,0.046,0.04,0.15,12,0.2948275862068966,14577,0.375,5.466375,0,20,4,-0.23,4,11.9,150,1.05,1.00045,0.996
23 PHEV Mid,38100.44,6480.6,0.01603448275862069,0.03604150175371148,0.065,0.05,0.15,12,0.44224137931034485,14577,0.375,5.466375,0,30,4,-0.23,4,11.9,150,1.05,1.00045,0.996
24 PHEV Lux,74410.45,33781,0.039587837837837835,0.06791081121001138,0.08,0.06,0.15,12,1.0918581081081082,14577,0.375,5.466375,0,74.06756756756756,4,-0.23,4,11.9,150,1.05,1.00045,0.996
25 Hydrogen Econ,10000,1000,0,0,0.046,0.04,0.15,12,0,14577,0.375,5.466375,0,0,4,-0.22,4,0,0,0,0,0
26 Hydrogen Mid,20000,1000,0,0,0.065,0.05,0.15,12,0,14577,0.375,5.466375,0,0,4,-0.22,4,0,0,0,0,0
27 Hydrogen Lux,59021.02,1596.2,0,0,0.08,0.06,0.15,12,0,14577,0.375,5.466375,0,0,4,-0.22,4,0,0,0,0,0
28 Bikes Econ,1307,256,0.0511393103448276,0.15002,0.03,0.03,0.15,7,1.4104551724137935,7288.5,0.55,5.466375,0,40.58999999999999,4,-0.01,3,0,0,0,0,0
29 Bikes Lux,2597,1181,0.0639241379310345,0.0923,0.04,0.03,0.15,7,1.763068965517242,7288.5,0.55,5.466375,0,59.19375,4,-0.01,3,0,0,0,0,0
30 Bikes Adv Econ,1307,256,0.04091144827586208,0,0,0,0.15,7,1.1283641379310347,7288.5,0.55,5.466375,0,0,4,-0.01,3,0,0,0,0,0
31 Bikes Adv Lux,2597,1181,0.0511393103448276,0,0,0,0.15,7,1.4104551724137935,7288.5,0.55,5.466375,0,0,4,-0.01,3,0,0,0,0,0
