,1 Prices cars (USD/veh),2 Std of price,3 fuel cost (USD/km),4 std fuel cost,5 O&M costs (USD/km),6 std O&M,7 Discount rate,8 lifetime,9 energy use (MJ/km),10 Dist traveled pa (km),11 occupancy rate p/sea,12 Cap_F (Mpkm/kseats-y),13 Gam (initial),14 CO2Emissions,15 Seats/Veh,16 Learning exponent,17 Turnover rate,18 Battery cap (kWh),19 Battery cost ($/kWh),20 Markup factor,21 Rare metal price,22 Engine density
21 Electric Lux,72051.596855402,20031,0.024166666666666666,0,0.032,0.06,0.15,14,0.87,23645,0.375,8.866875,-1.1,49.92527318955733,4,-0.23,4,81,150,1.05,1.00045,0.996
22 PHEV Econ,10000,1000,0.013189655172413793,0.011926357496120601,0.046,0.04,0.15,12,0.5306896551724138,23645,0.375,8.866875,0,36,4,-0.23,4,11.9,150,1.05,1.00045,0.996
23 PHEV Mid,20000,4724.2,0.01831896551724138,0.00931618302381365,0.065,0.05,0.15,12,0.7370689655172414,23645,0.375,8.866875,-0.3,50,4,-0.23,4,11.9,150,1.05,1.00045,0.996
24 PHEV Lux,56401,1000,0.03179073275862069,0.028072642972781,0.08,0.06,0.15,12,1.2791094827586207,23645,0.375,8.866875,-1,86.77,4,-0.23,4,11.9,150,1.05,1.00045,0.996
25 Hydrogen Econ,10000,1000,0,0,0.046,0.04,0.15,12,0,23645,0.375,8.866875,0,0,4,-0.23,4,0,0,0,0,0
26 Hydrogen Mid,50000,1000,0,0,0.065,0.05,0.15,12,0,23645,0.375,8.866875,0,0,4,-0.23,4,0,0,0,0,0
27 Hydrogen Lux,70000,1000,0,0,0.08,0.06,0.15,12,0,23645,0.375,8.866875,0,0,4,-0.23,4,0,0,0,0,0
28 Bikes Econ,2539,614,0.016072940172413792,0,0.038,0.03,0.15,7,0.6466994751724138,5000,0.55,2.75,0,43.869671999999994,2,-0.0144995696951151,3,0,0,0,0,0
29 Bikes Lux,9899,5160,0.02914781896551725,0,0.05,0.03,0.15,7,1.1727710689655175,5000,0.55,2.75,0,79.5564,2,-0.0144995696951151,3,0,0,0,0,0
30 Bikes Adv Econ,2539,614,0,0,0.05,0.03,0.15,7,0,5000,0.55,2.75,0,0,2,-0.0144995696951151,3,0,0,0,0,0
31 Bikes Adv Lux,9899,5160,0,0,0.05,0.03,0.15,7,0,5000,0.55,2.75,0,0,2,-0.0144995696951151,3,0,0,0,0,0
