,1 Prices cars (USD/veh),2 Std of price,3 fuel cost (USD/km),4 std fuel cost,5 O&M costs (USD/km),6 std O&M,7 Discount rate,8 lifetime,9 energy use (MJ/km),10 Dist traveled pa (km),11 occupancy rate p/sea,12 Cap_F (Mpkm/kseats-y),13 Gam (initial),14 CO2Emissions,15 Seats/Veh,16 Learning exponent,17 Turnover rate,18 Battery cap (kWh),19 Battery cost ($/kWh),20 Markup factor,21 Rare metal price,22 Engine density
15 CNG Lux,29743.96,15587.9227900628,0.01541029239766082,0.0079,0.066,0.04,0.15,11,0.6934631578947369,12485,0.375,4.681875,0,59.89,4,-0.014499569695115089,4,0,0,0,0,0
16 Hybrid Econ,25210,500,0.045,0.0047,0.039,0.03,0.15,11,1.3267241379310346,12485,0.375,4.681875,-0.1,90,4,-0.07,4,0,0,0,0,0
17 Hybrid Mid,32027.739749430522,4976.441209397448,0.045,0.0042,0.056,0.04,0.15,11,1.4542852103241413,12485,0.375,4.681875,-0.1,98.65326572959086,4,-0.07,4,0,0,0,0,0
18 Hybrid Lux,38254.39056542341,10383.255956099112,0.061,0.0055,0.066,0.04,0.15,11,2.151634559724587,12485,0.375,4.681875,-0.4,145.95883563043984,4,-0.07,4,0,0,0,0,0
19 Electric Econ,28000,1000,0.03149999999999999,0.00056,0.0133,0.04,0.15,11,0.63,12485,0.375,4.681875,-0.2,28.80304222474461,4,-0.23,4,28,150,1.05,1.00045,0.996
20 Electric Mid,35786.32055520776,6783.767836257773,0.033749999999999995,0.0008,0.017849999999999998,0.05,0.15,11,0.67,12485,0.375,4.681875,-0.6,40.32425911464245,4,-0.23,4,62,150,1.05,1.00045,0.996
21 Electric Lux,55746,24997.438217272073,0.045,0.01238,0.0224,0.06,0.15,11,0.87,12485,0.375,4.681875,-0.7,49.92527318955733,4,-0.23,4,80,150,1.05,1.00045,0.996
22 PHEV Econ,21000,1000,0.05224999999999999,0.0042,0.02565,0.04,0.15,12,0.5306896551724138,12485,0.375,4.681875,-0.2,36,4,-0.23,4,11.9,150,1.05,1.00045,0.996
23 PHEV Mid,34173.93999209003,6337.172388281084,0.05437499999999999,0.0061,0.034425,0.05,0.15,12,0.7370689655172414,12485,0.375,4.681875,-0.6,50,4,-0.23,4,11.9,150,1.05,1.00045,0.996
24 PHEV Lux,53520.681378560505,23227.29475556201,0.0685,0.0079,0.0432,0.06,0.15,12,1.2791094827586207,12485,0.375,4.681875,-0.7,86.77,4,-0.23,4,11.9,150,1.05,1.00045,0.996
25 Hydrogen Econ,15000,1000,0,0,0.046,0.04,0.15,12,0,12485,0.375,4.681875,0,0,4,-0.22,4,0,0,0,0,0
26 Hydrogen Mid,50000,1000,0,0,0.065,0.05,0.15,12,0,12485,0.375,4.681875,0,0,4,-0.22,4,0,0,0,0,0
27 Hydrogen Lux,66812.81,4349.2,0,0,0.08,0.06,0.15,12,0,12485,0.375,4.681875,-1.2,0,4,-0.22,4,0,0,0,0,0
28 Bikes Econ,2324,460,0.027219310344827594,0.0008086889999999999,0.03,0.03,0.15,11,1.4104551724137935,3500,0.55,1.9250000000000003,0,95.68,2,-0.01,3,0,0,0,0,0
29 Bikes Lux,17465,6501,0.034024137931034495,0.0021834999999999997,0.03,0.03,0.15,11,1.763068965517242,3500,0.55,1.9250000000000003,0,119.60000000000002,2,-0.01,3,0,0,0,0,0
30 Bikes Adv Econ,2324,460,0.021775448275862076,0,0.03,0.03,0.15,11,1.1283641379310347,3500,0.55,1.9250000000000003,0,76.54400000000001,2,-0.01,3,0,0,0,0,0
31 Bikes Adv Lux,17465,6501,0.027219310344827594,0,0.03,0.03,0.15,11,1.4104551724137935,3500,0.55,1.9250000000000003,0,95.68,2,-0.01,3,0,0,0,0,0
