,1 Prices cars (USD/veh),2 Std of price,3 fuel cost (USD/km),4 std fuel cost,5 O&M costs (USD/km),6 std O&M,7 Discount rate,8 lifetime,9 energy use (MJ/km),10 Dist traveled pa (km),11 occupancy rate p/sea,12 Cap_F (Mpkm/kseats-y),13 Gam (initial),14 CO2Emissions,15 Seats/Veh,16 Learning exponent,17 Turnover rate,18 Battery cap (kWh),19 Battery cost ($/kWh),20 Markup factor,21 Rare metal price,22 Engine density
19 Electric Econ,6912,3026.034546902335,0.0189,0.0002644444444444445,0.0133,0.04,0.15,12,0.4968000000000001,14145,0.375,5.304375,0.5,44.5740070754717,4,-0.15200309344504995,4,22,150,1.05,1.00045,0.996
20 Electric Mid,23362.937168008753,8277.064343475773,0.020250000000000004,0.0003333333333333333,0.017849999999999998,0.05,0.15,12,0.5292,14145,0.375,5.304375,-0.6,62.40347169811321,4,-0.15200309344504995,4,51,150,1.05,1.00045,0.996
21 Electric Lux,41225,15778.596690317137,0.027000000000000003,0.0015333333333333336,0.0224,0.06,0.15,12,0.5900190859442368,14145,0.375,5.304375,-0.9,77.26147405660377,4,-0.15200309344504995,4,86,150,1.05,1.00045,0.996
22 PHEV Econ,28572.70505668934,3869.137077806321,0.03712296551724138,0.003,0.02565,0.04,0.15,12,0.44224137931034485,14145,0.375,5.304375,-0.6,30,4,-0.15200309344505,4,9.73,150,1.05,1.00045,0.996
23 PHEV Mid,26015.35317006279,8851.119084382539,0.04142720689655174,0.004,0.034425,0.05,0.15,12,0.5788448205008502,14145,0.375,5.304375,-0.7,39.266666186022576,4,-0.15200309344505,4,15.08,150,1.05,1.00045,0.996
24 PHEV Lux,53650.66355751674,12573.103667555904,0.052060689655172424,0.005,0.0432,0.06,0.15,12,0.6457818180241264,14145,0.375,5.304375,-1,43.80742157356646,4,-0.15200309344505,4,19.07,150,1.05,1.00045,0.996
25 Hydrogen Econ,10000,1000,0,0,0.046,0.04,0.15,12,0,14145,0.375,5.304375,0,0,4,-0.22,4,0,0,0,0,0
26 Hydrogen Mid,50000,1000,0,0,0.065,0.05,0.15,12,0,14145,0.375,5.304375,0,0,4,-0.22,4,0,0,0,0,0
27 Hydrogen Lux,70000,1000,0,0,0.08,0.06,0.15,12,0,14145,0.375,5.304375,0,0,4,-0.22,4,0,0,0,0,0
28 Bikes Econ,1373,1859,0.036292413793103454,0.001,0.03,0.03,0.15,10,1.4104551724137935,7000,0.375,5.304375,0,95.68,4,-0.014499569695115089,2,0,0,0,0,0
29 Bikes Lux,14989,13031,0.04536551724137932,0.0023,0.03,0.03,0.15,10,1.763068965517242,7000,0.375,5.304375,0,119.60000000000002,4,-0.014499569695115089,2,0,0,0,0,0
30 Bikes Adv Econ,1373,1859,0.029033931034482766,0,0.03,0,0.15,10,1.1283641379310347,7000,0.375,5.304375,0,76.54400000000001,4,-0.014499569695115089,2,0,0,0,0,0
31 Bikes Adv Lux,14989,13031,0.036292413793103454,0,0.03,0,0.15,10,1.4104551724137935,7000,0.375,5.304375,0,95.68,4,-0.014499569695115089,2,0,0,0,0,0
