,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
AT,14878.99999999999,15458.000000000013,15670.000000000004,16118.000000000011,16828.000000000004,17153.00000000001,17555.999999999993,17826.99999999999,18141.000000000015,17378.999999999996,16888.999999999996,18846.0,18648.00000000001,18160.000000000015,16276.000000000005,16538.999999999996,16996.999999999993,16142.999999999987,15524.000000000002,16604.999999999996,17160.99999999999,18091.0,18192.4851229808,18294.5395488638,18397.1664685057,18500.3690950947,18604.1506562053,18708.5144036917,18813.4635997032,18919.0015280866,19025.1314937259,19131.8568171653,19239.1808382831,19347.106913236,19455.6384234787,19564.7787623179,19674.5313464365,19784.8996096918,19895.8870061097,20007.4970077393,20119.7331088154,20232.5988215897,20346.0976779962,20460.2332282168,20575.0090444137,20690.4287194,20806.495863701,20923.2141109274,21040.5871120916,21158.6185422729,21277.3120928488,21396.6714792175,21516.7004350666,21637.4027182028,21758.7821045398,21880.842393373,22003.5874049544,22127.0209800817,22251.1469793791,22375.969288293,22501.4918144617,22627.7184839743,22754.6532483217,22882.3000782261,23010.6629692021,23139.7459368109,23269.5530225143,23400.088287149,23531.3558144806,23663.3597149616,23796.1041166941,23929.5931760304,24063.8310697728,24198.8219975738,24334.5701844408,24471.0798762059,24608.3553482894,24746.4008954481,24885.2208379981,25024.8195166382,25165.2013048627,25306.3705892552,25448.3317947344,25591.0893579077,25734.647750511,25879.0114630323,26024.1850131794,26170.1729415952,26316.9798207883,26464.6102415556,26613.0688256927,26762.3602195255,26912.4890899055,27063.4601428325,27215.2780955053,27367.9477033453,27521.473740414,27675.8610133974,27831.1143558301,27987.238621349,28144.2386964817,28302.1194973244,28460.8859596889,28620.5430557845,28781.0957823622,28942.5491595769
PT,24500,24899.0,25044.0,25565.999999999996,26950.000000000022,27137.000000000004,30252.00000000001,30056.0,27440.0,40879.999999999985,42657.000000000015,45031.999999999985,46406.00000000001,38949.99999999998,35356.00000000003,34639.99999999998,37471.99999999998,32274.0,39623.99999999996,36335.99999999998,32525.000000000025,34683.0,34877.5613024075,34955.060236567,35032.7313738786,35110.5750992439,35188.5917929969,35266.781846839,35345.1456394831,35423.6835558712,35502.3959880583,35581.2833217408,35660.3459457368,35739.5842456382,35818.9986196641,35898.589452532,35978.3571397556,36058.3020725209,36138.4246452728,36218.7252506979,36299.2042877127,36379.8621524075,36460.6992421113,36541.7159523173,36622.9126833485,36704.2898366413,36785.8478112315,36867.5870117079,36949.5078372878,37031.6106958651,37113.8959880839,37196.3641210335,37279.0154984096,37361.850530607,37444.8696235757,37528.0731877838,37611.4616340862,37695.0353728675,37778.7948122724,37862.7403675601,37946.8724537324,38031.1914834022,38115.6978730981,38200.3920376791,38285.2743956205,38370.3453626028,38455.6053618099,38541.0548107524,38626.6941287316,38712.5237419751,38798.5440690916,38884.7555371205,38971.1585706699,39057.7535930466,39144.5410324926,39231.5213130152,39318.6948685422,39406.0621268231,39493.6235193939,39581.3794720888,39669.3304251534,39757.4768012326,39845.819046692,39934.3575873006,40023.0928663298,40112.0253179848,40201.1553796335,40290.4834881462,40380.0100891027,40469.7356188133,40559.6605220561,40649.7852431318,40740.1102177216,40830.6359040839,40921.3627362231,41012.2911685198,41103.4216438865,41194.7546144671,41286.2905335538,41378.0298454599,41469.9730030483,41562.1204638266,41654.4726749994,41747.0300972651,41839.7931871317,41932.7623956734
FI,22337.999999999993,23173.00000000002,24511.0,25611.999999999996,25575.00000000002,27716.000000000007,26676.999999999993,28068.99999999999,30924.999999999996,32291.000000000007,31855.000000000004,29740.999999999993,29818.000000000004,31035.000000000004,27656.999999999978,30337.000000000022,26917.000000000022,25457.999999999985,24429.000000000004,23400.999999999993,24486.000000000007,26853.0,26983.4657347444,27114.5653415886,27246.3018963776,27378.6784960625,27511.6982474538,27645.3642812344,27779.6797321417,27914.647754888,28050.2715235076,28186.5542227037,28323.4990539555,28461.1092310977,28599.3879928404,28738.3385826971,28877.9642670835,29018.268324893,29159.2540521419,29300.9247596007,29443.2837771644,29586.3344492307,29730.0801361512,29874.5242122159,30019.6700717103,30165.5211254729,30312.0807979902,30459.352534393,30607.339791724,30756.0460496559,30905.4747979665,31055.6295491396,31206.5138276468,31358.1311808065,31510.4851684894,31663.5793708684,31817.4173849875,31972.0028245195,32127.3393177647,32283.4322936345,32440.3350878033,32597.9489107347,32756.271768531,32915.4215215041,33075.3951407243,33236.0705744634,33397.5647058251,33559.7563188228,33722.8796005229,33886.6954770885,34051.3195302578,34216.7490694025,34382.9814488141,34550.0140693917,34717.844383404,34886.5852971352,35056.1182327816,35226.4407868666,35397.5506061765,35569.5593562938,35742.3500967825,35916.0338773804,36090.4945718385,36265.8426238449,36442.0749217564,36619.0765351153,36796.9570126424,36975.824556906,37155.4535828868,37335.9527443632,37517.3192394129,37699.660104492,37882.7527143572,38066.8136679318,38251.8393380447,38437.6093214024,38624.338314925,38812.0228721144,39000.6596034575,39190.1380877074,39380.4560485925,39571.8240919816,39764.1319634519,39957.2708059245,40151.4493980116,40346.4535600087
SW,31022,31211.0,32144.0,31471.000000000025,32224.000000000025,31355.00000000001,29970.0,31803.999999999996,31433.0,32669.99999999999,34681.99999999997,35455.00000000001,36375.99999999998,37933.0,32117.99999999998,32737.99999999998,33417.000000000015,37304.99999999997,38629.000000000015,38807.999999999985,38101.99999999999,39273.0,39346.9055320608,39420.9500001365,39495.1926042552,39569.5158250095,39643.9787598745,39718.5816800067,39793.3842063374,39868.2679758449,39943.2925175773,40018.5177779398,40093.8247605735,40169.2733042918,40244.8636833052,40320.6562676825,40396.5312139677,40472.5487912511,40548.7697003464,40625.0734506957,40701.5206389426,40778.1115347198,40854.9072718098,40931.7864974457,41008.8102402298,41086.0399630978,41163.3536645126,41240.8127010976,41318.4788606728,41396.2294946506,41474.1262809436,41552.2313442203,41630.4213714338,41708.7583792045,41787.3048196506,41865.9367247016,41944.7164403331,42023.7067555454,42102.7830324508,42182.0079529093,42261.4446444194,42340.967803266,42420.6404461942,42500.5260345937,42580.4985979597,42660.6214862664,42740.9585074638,42821.3830119498,42901.9586896899,42982.7496911218,43063.6286862039,43144.723801439,43225.9072573219,43307.2433127778,43388.7966886733,43470.438917805,43552.2992745574,43634.2488352946,43716.3524376296,43798.6753730536,43881.0880389409,43963.7208476523,44046.4437378829,44129.3221159103,44212.4218713069,44295.61222991,44379.0247822492,44462.5282878725,44546.1887540207,44630.0726472991,44714.0480306765,44798.2476727599,44882.5391541698,44967.0557300062,45051.6645050366,45136.4323158856,45221.426462416,45306.513353705,45391.827426004,45477.2346011407,45562.8697923082,45648.5984554938,45734.5559767891,45820.6073332456,45906.8204345548,45993.2636668794
UK,154351,154351.0,154351.0,155431.00000000006,152921.99999999997,153703.9999999999,152140.0,154046.99999999985,157029.99999999985,163388.00000000003,166814.99999999997,167523.9999999999,173080.0000000001,161600.00000000003,140853.9999999999,153828.99999999997,150090.59369999997,152705.7391,140874.01749999993,136872.5179000001,151804.68820000003,157656.6396,158541.046402771,159430.414477635,160324.771632327,161224.145868013,162128.565313235,163038.058305235,163952.653273386,164872.378834653,165797.263792186,166727.33708062,167662.627804283,168603.165215659,169548.978781415,170500.098069448,171456.552859203,172418.373074266,173385.588813456,174358.230338234,175336.328095633,176319.912696621,177309.014918378,178303.665700568,179303.89617419,180309.737647722,181321.22158697,182338.379656774,183361.243674446,184389.845667095,185424.217803316,186464.392462404,187510.402182183,188562.279709704,189620.057951185,190683.770016261,191753.449196257,192829.128963444,193910.842960683,194998.625051242,196092.509283143,197192.529877579,198298.721264615,199411.118051338,200529.755054953,201654.667270348,202785.889919557,203923.458388434,205067.408267161,206217.775375629,207374.595690061,208537.905429714,209707.740996653,210884.138987083,212067.136221571,213256.769701785,214453.076684678,215656.09459754,216865.861092296,218082.645725866,219305.910660656,220535.981558243,221772.816578371,223017.176823786,224268.212829222,225526.680426199,226791.738780813,228064.138462645,229343.047257914,230629.992052817,231923.360787536,233224.668465562,234533.08967648,235848.581528629,237171.101841526,238502.132151075,239840.095996151,241184.953890085,242538.170169748,243898.939117785,245267.214039592,246642.949165974,248026.838069464,249418.091839778,250816.667399834,252223.980367551
CZ,31266.99999999998,30051.999999999985,40639.999999999985,33912.0,36964.00000000001,39035.99999999998,37260.00000000002,45059.00000000004,46563.999999999985,46009.99999999997,43447.00000000002,50368.999999999985,48141.00000000003,50877.000000000015,44953.99999999996,51833.000000000044,54829.999999999956,51227.999999999985,54893.00000000002,54091.99999999997,58713.666899999946,50314.7006,50596.9510902256,50880.7849229523,51166.2109760548,51453.238185642,51741.8755279783,52032.1320490137,52324.0168196609,52617.5389702154,52912.7076995102,53209.5322349218,53508.021868986,53808.1859361364,54110.0338423939,54413.5750223346,54718.8189799786,55025.7752622583,55334.4534761175,55644.8632843791,55957.0144013235,56270.916593555,56586.5796810378,56904.0135452681,57223.2281207745,57544.233390545,57867.039405485,58191.6562687477,58518.0941356268,58846.3632220305,59176.4738007207,59508.436201498,59842.2608066851,60177.9580724922,60515.5384995733,60855.0126507324,61196.3911574842,61539.6846936411,61884.9040015514,62232.0598859273,62581.1632124723,62932.2249046795,63285.2559509883,63640.2673976775,63997.2703516633,64356.2759818184,64717.2955291564,65080.3402882513,65445.4216209354,65812.5509516335,66181.7397630046,66552.9996188686,66926.3421339426,67301.77898664,67679.3219302546,68058.9827724771,68440.7734009694,68824.7057638398,69210.7918748731,69599.0438077071,69989.4737281837,70382.0938294367,70776.9164247647,71173.9538478979,71573.2185398279,71974.7229874603,72378.4797579439,72784.5014756682,73192.800861379,73603.390679307,74016.2837866929,74431.4931048492,74849.0316141088,75268.9124021654,75691.1485870329,76115.7533985164,76542.7401107245,76972.1220903438,77403.9127820192,77838.1256881344,78274.7743979075,78713.8725791672,79155.4339661503,79599.4723828796,80046.0017244388,80495.0359603089
EN,3791,3791.0,3791.0,3790.9999999999973,3975.000000000001,3932.0,4676.999999999997,4386.999999999999,6428.0,6836.999999999996,5821.000000000003,5607.000000000004,6425.999999999996,7022.000000000001,5249.0,5611.000000000002,5912.999999999995,5793.000000000003,5987.000000000003,6292.0,6258.9999999999945,6717.0,6728.12048675684,6739.25938605678,6750.41672565543,6761.59253696921,6772.78685018599,6783.99969775409,6795.23110933244,6806.48111378262,6817.7497430384,6829.03703008222,6840.34300185435,6851.66769318341,6863.0111346673,6874.37335436844,6885.75438427051,6897.15425770584,6908.57300413552,6920.01065479231,6931.46724180684,6942.94279471552,6954.43734735983,6965.95093100485,6977.48357338729,6989.03531100214,7000.60617324648,7012.1961925965,7023.80539835864,7035.43382556077,7047.08150336344,7058.74846666995,7070.43474268739,7082.14036659291,7093.86537256517,7105.60978659686,7117.373648064,7129.15698268633,7140.95982686194,7152.78221144367,7164.62416943912,7176.48573088532,7188.36693118238,7200.26780049051,7212.18837429491,7224.12868285591,7236.08875989466,7248.06863569828,7260.06834770511,7272.08792529377,7284.12740084535,7296.18680833217,7308.26618336533,7320.36555659448,7332.48495939556,7344.62442697908,7356.78399395952,7368.96369125234,7381.16355277249,7393.38361112693,7405.62390168416,7417.88445628259,7430.16531100753,7442.46649577668,7454.7880458427,7467.12999711367,7479.49237889001,7491.87522962143,7504.2785797506,7516.70246516835,7529.14691831981,7541.61197622471,7554.09766945133,7566.60403242541,7579.13110253403,7591.67891324522,7604.24749588581,7616.83688581474,7629.44712088821,7642.07822983595,7654.73025266788,7667.40322277264,7680.09717143046,7692.81213726238,7705.54815557398,7718.30525546699
CY,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,4108,4108.0,4108.0,4108.000000000003,4034.999999999998,4788.000000000004,5360.000000000001,6159.999999999999,6762.999999999998,7308.999999999998,8546.999999999993,10936.999999999993,13141.999999999995,12343.99999999999,8114.999999999993,10590.000000000004,12131.0,12178.000000000011,12816.00000000001,13670.00000000001,14689.999999999987,14227.0,14306.8092334795,14387.0661740293,14467.7733316291,14548.9332328181,14630.5484154784,14712.6214370848,14795.1548633406,14878.1512760238,14961.6132752909,15045.5434712154,15129.9444906096,15214.8189736636,15300.1695786652,15385.9989745506,15472.30984823,15559.1049000532,15646.3868461649,15734.1584172656,15822.4223610325,15911.1814397983,16000.4384314008,16090.1961267831,16180.4573363079,16271.2248844424,16362.5016114212,16454.2903737887,16546.5940434258,16639.4155106547,16732.7576773326,16826.623466525,16921.0158138521,17015.9376745463,17111.3920179672,17207.381832484,17303.9101212026,17400.9799060427,17498.5942218848,17596.7561251907,17695.4686881387,17794.7349991952,17894.5581647184,17994.9413083042,18095.8875717307,18197.4001124563,18299.4821096217,18402.1367561969,18505.3672637877,18609.1768650301,18713.5688058903,18818.546355231,18924.1127978824,19030.2714365247,19137.0255933235,19244.3786081001,19352.3338420831,19460.8946731219,19570.0644993159,19679.8467337028,19790.2448158808,19901.2621951267,20012.9023514766,20125.1687741019,20238.0649792306,20351.594499165,20465.7608851976,20580.5677096274,20696.0185676249,20812.1170695429,20928.8668498959,21046.2715625895,21164.3348778977,21283.0604966584,21402.4521287759,21522.5135134539,21643.2484052104,21764.6605845498,21886.7538520199,22009.5320247014,22132.9989457232,22257.1584810469,22382.0145121472,22507.570949509,22633.8317226569,22760.8007787981
LT,5611.000000000002,5611.000000000002,5611.000000000002,5611.000000000002,7739.999999999996,7768.999999999997,8274.000000000004,10708.999999999998,11463.000000000007,12278.999999999996,15907.99999999999,18135.000000000007,20278.000000000004,20418.99999999999,17756.999999999996,19397.999999999985,21511.99999999998,23448.99999999999,26338.00000000001,28067.000000000015,26485.000000000004,30974.0,31147.7549169634,31322.4845497106,31498.1943618189,31674.8898540526,31852.5765534979,32031.2600265906,32210.9458590652,32391.6396731354,32573.3471278953,32756.0739074274,32939.8257301552,33124.6083428279,33310.4275348129,33497.2891150863,33685.1989345792,33874.1628714309,34064.1868402158,34255.2767849186,34447.4386882739,34640.6785638829,34835.0024586896,35030.4164505303,35226.9266566801,35424.5392268725,35623.2603440322,35823.0962287896,36024.0531319008,36226.1373463488,36429.3551912125,36633.7130284081,36839.2172500482,37045.8742905218,37253.6906144461,37462.6727263943,37672.8271670762,37884.1605126253,38096.6793730114,38310.3904005955,38525.3002852739,38741.4157494266,38958.7435584443,39177.2905105107,39397.0634464408,39618.0692412179,39840.3148149932,40063.8071199297,40288.5531479308,40514.5599364063,40741.8345537575,40970.3841155874,41200.2157732725,41431.33671709,41663.7541811418,41897.4754346341,42132.507797198,42368.8586219562,42606.5353067846,42845.5452823248,43085.8960375843,43327.5950821541,43570.6499922137,43815.0683636633,44060.8578531544,44308.0261488325,44556.5809848361,44806.5301360556,45057.8814309975,45310.6427294516,45564.8219448187,45820.4270321435,46077.4659812525,46335.9468498052,46595.8777142475,46857.2667160872,47120.1220295089,47384.4518838617,47650.2645543457,47917.5683521543,48186.3716423755,48456.68284256,48728.5104035663,49001.8628383966,49276.7487016198,49553.1765887972
HU,13040.000000000005,13102.000000000002,12912.000000000007,11744.0,12014.0,12145.999999999996,18503.000000000004,17143.000000000004,18200.000000000004,20598.00000000001,25137.000000000004,30495.000000000022,35804.0,35744.00000000002,35372.99999999998,33720.000000000015,34528.99999999998,33734.99999999998,35817.0,37517.0,38351.97,40006.27,40200.6411021285,40395.9565686157,40592.2209848058,40789.4389487362,40987.6150965264,41186.754094612,41386.8605949093,41587.9393294136,41789.9950094941,41993.0323831007,42197.0562014824,42402.0712816432,42608.0824404679,42815.0944931747,43023.112334244,43232.1408249584,43442.1848695364,43653.2494362681,43865.3394566642,44078.4599119438,44292.6158343804,44507.8122241155,44724.0541508818,44941.3466942199,45159.6949533656,45379.1040558062,45599.5791713576,45821.1254734515,46043.7481476349,46267.4524479887,46492.2436162426,46718.1269356014,46945.1077151099,47173.1912753577,47402.3829936805,47632.6882390198,47864.112419892,48096.660995904,48330.3394048377,48565.1531347102,48801.1077203815,49038.2086951848,49276.4616255282,49515.8721134104,49756.4457833028,49998.1882785506,50241.1052824423,50485.2025119628,50730.485685723,50976.9605703764,51224.6329641253,51473.5086745048,51723.5935497397,51974.8934669358,52227.414325671,52481.1620620931,52736.1426502461,52992.3620517061,53249.8263041845,53508.5414399423,53768.5135531223,54029.7487532486,54292.2531543474,54556.0329582708,54821.0943299055,55087.4434948284,55355.0867419899,55624.0303168523,55894.2805720174,56165.8438499542,56438.7265075511,56712.9349793245,56988.4756922881,57265.3551235995,57543.5797700408,57823.1561865849,58104.0909401673,58386.3906073322,58670.0618310183,58955.1112706213,59241.5456351691,59529.3716499975,59818.5960652846,60109.2256856724
MT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL,69542.00000000004,69542.00000000004,69542.00000000004,69542.00000000004,70452.00000000004,75023.0,77228.00000000006,80318.00000000007,85989.00000000003,110481.00000000006,119740.0,136489.99999999988,159526.9999999999,174222.9999999999,191484.0,214203.9999999999,218887.99999999994,233310.00000000003,259708.00000000017,262860.0,273106.99999999977,303560.0,305262.881200153,306975.31509529,308697.355206895,310429.05546381,312170.470023783,313921.653434607,315682.660452629,317453.546171887,319234.366048424,321025.1757949,322826.031458418,324636.989361615,326458.106228079,328289.438998692,330131.045014878,331982.981894853,333845.307584129,335718.080343636,337601.3588204,339495.201935673,341399.668958342,343314.819448645,345240.713366827,347177.410971732,349124.972879585,351083.460028807,353052.933708208,355033.455565354,357025.087542238,359027.89200098,361041.931569345,363067.269309422,365103.968580029,367152.093127576,369211.707064305,371282.874836672,373365.661207869,375460.131394733,377566.350951511,379684.385771115,381814.302134719,383956.166691177,386110.04647718,388276.008866015,390454.121687062,392644.45306473,394847.071521028,397062.046041377,399289.445893232,401529.340796881,403781.800863519,406046.896545413,408324.698747835,410615.278711308,412918.708168088,415235.059182359,417564.404256482,419906.816223598,422262.36847325,424631.134597415,427013.188852302,429408.605678984,431817.460123441,434239.82751333,436675.783673922,439125.404790157,441588.767578121,444065.949079549,446557.026841854,449062.07882995,451581.183348322,454114.419368787,456661.866039376,459223.60315776,461799.710825553,464390.26969513,466995.360883712,469615.065821951,472249.466503756,474898.645428516,477562.685415364,480241.669885954,482935.68269545,485644.808065188
SI,1863.9999999999998,1863.9999999999998,1863.9999999999998,1863.9999999999998,1894.0000000000002,1936.9999999999993,1927.0,1944.9999999999995,1995.0000000000007,2267.0,2361.0000000000005,2279.0,2571.9999999999995,2635.0000000000005,2276.0000000000005,2289.0000000000005,2175.9999999999995,1848.9999999999998,1888.9999999999993,2062.000000000001,2068.9999999999995,2135.0,2146.9767142654,2159.02061449404,2171.13207728501,2183.31148185939,2195.5592090582,2207.87564270547,2220.26116771464,2232.71617169297,2245.24104468067,2257.83617848605,2270.50196724187,2283.23880713824,2296.04709711969,2308.92723772404,2321.87963211255,2334.904685568,2348.00280570265,2361.17440228284,2374.41988762871,2387.73967631078,2401.13418508752,2414.60383295957,2428.14904149879,2441.77023471247,2455.46783865654,2469.2422821946,2483.09399617335,2497.02341430865,2511.03097221496,2525.11710839478,2539.28226347991,2553.52688096781,2567.85140642153,2582.25628821291,2596.74197721659,2611.30892668096,2625.95759221059,2640.68843242096,2655.50190833838,2670.3984834261,2685.37862392475,2700.44279847786,2715.59147861205,2730.82513819617,2746.14425423289,2761.54930590663,2777.04077519432,2792.61914718198,2808.2849090351,2824.03855126337,2839.88056681774,2855.81145127698,2871.83170325862,2887.94182389245,2904.14231765434,2920.43369143636,2936.8164550848,2953.29112089417,2969.8582049558,2986.51822497492,3003.27170314257,3020.11916305975,3037.06113247403,3054.09814128456,3071.23072263033,3088.45941245033,3105.78475027666,3123.20727796793,3140.72754092051,3158.3460874868,3176.06346840471,3193.88023908089,3211.79695617157,3229.81418089332,3247.93247670338,3266.15241079911,3284.47455363627,3302.89947801712,3321.42776060109,3340.05998157937,3358.79672345362,3377.63857300538,3396.58611993612,3415.63995665243
SK,17913.999999999996,17913.999999999996,17913.999999999996,17913.999999999996,18516.000000000007,14341.000000000002,13799.000000000011,14928.999999999996,16858.999999999996,18517.000000000015,22549.999999999993,22113.99999999999,27050.000000000022,29094.00000000001,27483.999999999996,27411.0,29045.000000000004,29503.999999999993,30005.0,31303.999999999985,33525.0,36106.0,36443.6560739468,36784.469843408,37128.4708330432,37475.6888517184,37826.1539812617,38179.8965962579,38536.9473370057,38897.3371435628,39261.0972464145,39628.2591589434,39998.8546980196,40372.9159683059,40750.4753896369,41131.5656685291,41516.2198282526,41904.4711960005,42296.3534133708,42691.9004320921,43091.1465290927,43494.1262962878,43900.8746515418,44311.426832472,44725.8184148647,45144.0853059173,45566.2637436521,45992.390310908,46422.5019273369,46856.6358637446,47294.8297326654,47737.1215030134,48183.5494944146,48634.1523935875,49088.9692388682,49548.0394400569,50011.4027763674,50479.0993941458,50951.1698146869,51427.6549421518,51908.5960660069,52394.0348534988,52884.0133688864,53378.5740640298,53877.7597920408,54381.6138027492,54890.1797580445,55403.5017189724,55921.6241615457,56444.5919852577,56972.4504958738,57505.2454349932,58043.0229675985,58585.8296864623,59133.7126250032,59686.7192511042,60244.8974874764,60808.2956957627,61376.9626944537,61950.9477464717,62530.3005987793,63115.0714324533,63705.3109335417,64301.0702313468,64902.4009552818,65509.3552041453,66121.9855682483,66740.3451231387,67364.4874570227,67994.4666419796,68630.3372674355,69272.1544318515,69919.9737304961,70573.8513178137,71233.8438291145,71900.0084627382,72572.4029295684,73251.085496167,73936.1149734914,74627.5507042574,75325.4526002546,76029.8811406404,76740.8973481123,77458.5628403742,78182.9398005782,78914.0909824014
BG,15303.999999999989,15303.999999999989,15303.999999999989,15303.999999999989,12540.000000000007,3059.9999999999977,3309.9999999999977,8804.000000000002,9497.999999999996,11961.000000000002,14371.000000000005,13765.00000000001,14624.000000000013,15320.999999999998,17740.999999999996,19454.000000000007,21212.000000000007,24386.99999999998,27237.000000000015,27921.999999999978,32349.999999999993,35402.0,35600.5946782751,35800.3034165675,36001.1324591346,36203.088093786,36406.1766367161,36610.4044508994,36815.7779203024,37022.3034711279,37229.9875706587,37438.8367168694,37648.8574449124,37860.0563229467,38072.4399683346,38286.015020742,38500.7881668084,38716.7661256265,38933.9556567091,39152.3635546008,39371.9966567345,39592.8618364093,39814.9660050725,40038.3161098698,40262.91914174,40488.7821306138,40715.9121423343,40944.3162874824,41174.0017104483,41404.9756030054,41637.2451888202,41870.8177384104,42105.7005582639,42341.9010020598,42579.426458658,42818.2843630884,43058.4821905601,43300.0274575308,43542.9277187524,43787.1905780066,44032.8236810809,44279.8347117167,44528.2314022635,44778.0215229131,45029.2128924276,45281.81336879,45535.8308607759,45791.2733149436,46048.1487228227,46306.4651279477,46566.2306087411,46827.4532980931,47090.141370525,47354.3030434387,47619.9465848675,47887.0803039175,48155.7125665597,48425.8517770126,48697.5063902947,48970.6849000004,49245.3958651961,49521.6478692046,49799.4495712411,50078.8096538178,50359.7368670293,50642.2399986762,50926.3278886194,51212.0094234426,51499.293549956,51788.1892526619,52078.705575311,52370.8516108295,52664.6364908567,52960.0694254958,53257.1596448755,53555.9164551962,53856.3400493104,54158.5305208819,54462.2055165816,54767.7561860684,55074.9711016284,55384.0380094398,55694.7476275369,56007.0903651425,56321.2519999255,56637.2207724865
RO,15785.00000000001,15785.00000000001,15785.00000000001,15785.00000000001,13455.999999999996,14288.000000000013,18543.99999999999,25350.00000000002,30853.000000000022,37219.99999999998,51532.0,57278.000000000015,59517.000000000015,56376.999999999985,34264.99999999998,25882.999999999978,26346.999999999985,29662.00000000002,34026.00000000002,35134.99999999997,39021.99999999999,48175.0,48354.6924635521,48535.0551822804,48716.0906498452,48897.8013801214,49080.1898863218,49263.2587076264,49447.0103711719,49631.447424682,49816.5724295753,50002.3879502424,50188.8965625422,50376.1008461778,50564.0034063769,50752.6068385773,50941.9137627672,51131.9268001671,51322.6485846775,51514.0817580285,51706.2289779059,51899.0929068439,52092.6762182667,52286.9815917951,52482.0117227529,52677.7693154808,52874.2570823816,53071.4777488881,53269.4340450879,53468.1287212977,53667.5645253409,53867.74422458,54068.6705897872,54270.3464104721,54472.7744800344,54675.9576049086,54879.8986044128,55084.6003036073,55290.0655351522,55496.2971507101,55703.2980119975,55911.0709834784,56119.6189487026,56328.9447953384,56539.0514269603,56749.9417521358,56961.6187006493,57174.0852014252,57387.3441983956,57601.3986541004,57816.2515275681,58031.90580362,58248.3644707198,58465.6305254112,58683.70698129,58902.5968569028,59122.3031944607,59342.8290358341,59564.1774397932,59786.3514668281,60009.3542073677,60233.1887374847,60457.8581772317,60683.3656268781,60909.7142228824,61136.9070982717,61364.9474016861,61593.8382893563,61823.5829428757,62054.1845398799,62285.6462814106,62517.9713762549,62751.163033815,62985.2245049406,63220.1590166974,63455.9698369095,63692.6602262055,63930.2334708626,64168.6928678426,64408.0417132764,64648.2833253613,64889.4210419568,65131.4581948701,65374.3981474902,65618.2442689851,65862.9999292652
