,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
AR,245217.4619999998,257282.0279999999,232048.99800000005,269702.0099999998,298124.74799999973,292243.8179999997,289002.9059999997,290507.39999999985,293971.2,300898.8,307550.8020000001,315344.3519999997,334920.84600000014,342298.7400000001,318669.6000000001,331749.20999999973,341711.40000000026,351596.7839999998,354553.0620000001,361003.25999999966,369174.81600000005,378189.732,398830.695040102,411202.233840092,423228.807234272,435607.126083698,448347.477661754,461460.451042433,474956.94395587,488848.173278076,503145.684232939,517861.359616197,533007.429328334,548596.481111075,564641.471555895,581155.735438612,598152.997420466,615647.384482433,633653.435794427,652186.115947083,671260.828173824,690893.42505352,711100.22333474,731898.016459728,753304.089847032,775336.234368094,798012.76039243,821352.514668117,845374.894775226,870099.866000939,895547.976501025,921740.377104082,943559.544080333,965895.208086393,988759.595106291,1012165.22143516,1036124.89882944,1060651.74291938,1085759.17898495,1111460.95084692,1137771.12753592,1164704.11102936,1192274.64441831,1220497.81914207,1249389.08475762,1278964.2553753,1309239.52126407,1340231.45411012,1371957.01852319,1404433.58184987,1437678.92024745,1471711.23278161,1506549.14840251,1542211.73693505,1578718.51957639,1616089.47953768,1654345.07437862,1693506.24428308,1733594.42654191,1764924.4944017,1796820.76997443,1829293.48350144,1862353.05589284,1896010.09006821,1930275.38575747,1965159.93487838,2000674.9283709,2036831.75924662,2073642.02903719,2111117.54467249,2149270.33003436,2188112.62560395,2227656.889772,2267915.81200827,2308902.30530009,2350629.52018908,2393110.84148314,2436359.89871731,2480390.56770518,2525216.97289243,2570853.49395693,2617314.77415105,2664615.71634314,2712771.49588941,2761797.56239985,2811709.64301206
CO,87926.57999999993,92252.51999999997,83204.82000000004,96705.89999999992,106897.31999999992,104788.6199999999,103626.5399999999,104165.99999999996,105408.00000000001,107892.0,110277.18000000004,113071.67999999992,120091.14000000006,122736.60000000005,114264.00000000006,118953.89999999992,122526.0000000001,126070.55999999994,127130.58000000005,129443.39999999989,132373.44000000003,135605.88,144577.280935484,151360.966983218,156864.867535857,162568.905107644,168480.357083207,174606.765772278,180955.947517926,187536.002857787,194355.327116361,201422.62081414,208746.900669372,216337.511420771,224204.137733403,232356.816083576,240805.948333783,249562.314203351,258637.085570517,268041.840532433,277788.5781912,287889.734148287,298358.195872216,309207.31952158,320450.947085067,332103.423969962,344179.616794966,356694.933283719,369665.340966667,383107.388504544,397038.225634391,411475.626349346,424127.910482163,437169.234232881,450611.559839511,464467.217790924,478748.91729019,493469.758660846,508643.244469519,524283.293322999,540404.251189705,557020.90536068,574148.497813469,591802.739058114,609999.822903406,628756.440720383,648089.797867215,668017.627872,688558.209775315,709730.385391476,731553.574600897,754047.795760266,777233.6820109,801132.500886454,825766.174092432,851157.297015965,877329.160713063,904305.771379757,932111.874699659,955517.636766256,979511.128681072,1004107.10736166,1029320.70326027,1055167.42383595,1081663.1682502,1108824.23278401,1136667.32418827,1165209.56824736,1194468.5216707,1224462.18075964,1255208.99441075,1286727.87549514,1319038.20956734,1352159.87211546,1386113.23412997,1420919.18141471,1456599.12122718,1493175.00146895,1530669.31952808,1569105.13707933,1608506.09538117,1648896.43064237,1690300.98590052,1732745.22801015,1776255.26548362,1820857.8595335
LA,244240.49999999983,256256.99999999994,231124.5000000001,268627.49999999977,296936.99999999977,291079.4999999997,287851.4999999997,289349.9999999999,292800.00000000006,299700.0,306325.5000000001,314087.99999999977,333586.5000000002,340935.0000000001,317400.0000000001,330427.49999999977,340350.0000000003,350195.9999999998,353140.5000000001,359564.9999999997,367704.0000000001,376682.999999999,400537.562002941,420800.368623791,438668.047615689,457294.206842466,476711.507779619,496952.986429496,518054.066653396,540051.680042412,562983.223121344,586887.607673878,611807.650744548,637785.663730716,664866.899340551,693098.519390942,722528.378817437,753207.594633637,785189.433881623,818529.401405562,853285.331758271,889517.484127594,927287.11774882,966661.080615984,1007707.51052163,1050495.73996764,1095101.26888657,1141599.37393252,1190073.70625189,1240606.12510898,1293283.64922838,1348198.84219012,1397830.67970323,1449289.5071555,1502643.96853351,1557963.12534242,1615318.46388715,1674783.98534864,1736440.77566354,1800366.10904022,1866644.53182106,1935363.66716338,2006611.86989003,2080483.07293251,2157074.61085151,2236484.7203762,2318817.72101496,2404184.40252821,2492691.33768557,2584457.16395481,2679602.00962134,2778247.34135475,2880527.89241423,2986571.14250137,3096518.27613897,3210512.4278523,3328705.11761889,3451246.66760496,3578316.62201235,3689741.65286865,3804665.81638708,3923149.99858018,4045328.44478582,4171302.94643337,4301215.6276418,4435136.83011773,4573293.15137157,4715683.64689856,4862544.25146774,5013998.7556488,5170132.5151075,5331157.99581275,5497167.59592855,5668385.02800338,5844910.19076002,6026933.67060484,6214652.52327677,6408177.707549,6607762.53125564,6813526.6167887,7025736.62221849,7244521.3833052,7470111.41586618,7702795.90863378,7942667.97381473,8190029.56007006
KR,92671.81592766207,93598.5340869387,94534.51942780809,95479.86462208617,96434.66326830703,97399.0099009901,98373.0,101057.0,100869.0,109008.0,105222.0,101437.0,99089.0,102808.0,104476.0,111529.0,118582.0,124650.0,132382.0,135259.0,140374.0,145000.0,146867.015632779,151849.627848399,156578.637319322,161454.84948659,166483.009138293,171668.006558518,177014.164519178,182527.368371726,188211.489575544,194072.719404439,200116.698283846,206349.23662271,212775.532864447,219401.713961631,226234.090553335,233279.986597143,240545.295767125,248036.058524493,255761.061348374,263725.89385019,271938.929610899,280407.91231897,289140.813894926,298144.904060819,307430.48655157,317004.367191884,326877.410318623,337056.875708579,347553.204371798,358377.175690939,369537.825481728,381046.539420699,392913.989261089,405150.058404434,417767.103250027,430777.873985197,444193.226481476,458026.62291965,472290.76414939,486999.918313628,502166.353352162,517805.130292141,533930.517622163,550558.471040554,567705.443212205,585384.422749296,603615.399357871,622413.6000731,641797.408155224,661784.361634683,682393.922754902,703646.148891355,725558.75061622,748155.891065108,771454.933618193,795479.819020925,820253.688388545,845798.778652417,872139.570415832,899299.625186115,927306.514552662,956185.277407887,985963.377328623,1016669.09344128,1048331.5454168,1080978.89977062,1114643.78596965,1149356.10849055,1185150.39931449,1222060.33545116,1260118.61541925,1299362.82416575,1339827.65356364,1381552.86139789,1424579.43149579,1468943.23281954,1514691.82999564,1561863.41301863,1610503.81289238,1660657.99644351,1712376.82461736,1765705.76840811,1820693.8970213,1877394.09601601
TW,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID,239321.55261601158,259443.26743820723,274444.225940082,286110.4874908883,302777.4527019894,330556.6515051382,357222.22107205394,404611.7867288779,458833.8014358859,518721.9802528771,567555.22427321,635834.3389841785,715168.411927397,782112.0808073484,837773.7333733973,918670.9960316139,1013503.1319465482,1125607.373059348,1236979.8169303252,1353254.9670302272,996708.2070034527,901858.8805555556,946654.6691062445,984650.2276424111,1021455.4709874722,1059638.5097636555,1099244.9819237331,1140336.887458472,1182958.5051346056,1227176.165947861,1273048.4353921944,1320635.9713444833,1370001.59782335,1421210.3818339,1474329.7121009,1529441.828960811,1586613.6225601388,1645913.9133464443,1707440.4883703333,1771261.431052689,1837467.6154870167,1906153.6674036388,1977403.0997473444,2051317.2914242942,2127993.8724063113,2207533.959788628,2290050.629342489,2362783.6289207777,2437825.5910065165,2515247.399306783,2595131.1290888446,2677552.5001688274,2762589.4706817945,2850332.0085206777,2940853.4621419664,3034259.170428472,3094944.3538370416,3156843.2409137827,3219980.1057320586,3284379.7078466997,3350067.3020036337,3417068.6480437065,3485410.021004581,3555118.2214246728,3626220.5858531664,3698744.9975702297,3772719.8975216346,3848174.2954720673,3925137.781381509,4003640.537009139,4083713.3477493217,4165387.614704308,4248695.366998394,4333669.274338362,4420342.659825129,4508749.513021632,4598924.503282065,4690902.993347706,4784721.053214661,4880415.474278954,4978023.783764533,5077584.259439823,5179135.94462862,5282718.663521192,5388373.036791616,5496140.497527448,5606063.307477998,5718184.573627558,5832548.265100108,5949199.230402111,6068183.215010153,6189546.879310356,6313337.816896563,6439604.573234495,6568396.664699185,6699764.597993169,6833759.889953032,6970435.087752093,7109843.789507135,7252040.665297277,7397081.478603223,7545023.108175288,7695923.570338794,7849842.0417455705,8006838.882580482,8166975.660232092
AS,23474.44652164996,25055.978142545202,26357.489008790493,27415.058629997173,28621.62203682661,30646.9285666569,31650.13605964466,33910.08448098088,35497.506247471705,39204.53572855256,43466.14883567844,48769.8574816812,56774.79330941319,164340.82087391304,185943.42252423783,216949.03136803536,256873.166487604,297675.0476656992,278690.6673226654,284283.6329809455,289777.2277086611,310400.2046,340037.3734604075,348380.070759566,361401.8226140845,374911.0933444075,388924.8576391305,403462.4985148525,418543.19803404796,434188.7918001505,450417.993047593,467254.191246955,484719.625801248,502838.42583179503,521634.5361408,541132.755523935,561359.9554377149,582342.831946245,604110.2861131199,626691.054017345,650116.219293275,674416.7124028,695835.94775496,717935.194162215,740736.775679505,764262.279995735,788535.442105745,813579.2425711399,839417.341166015,866077.3161465001,893582.808878965,921963.10708123,951243.40577905,981454.8071541799,1012625.9482748101,1044786.3149298349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OP,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RW,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UE,0,0.0,0.0,8510.000000000005,2519.000000000001,2490.0,2987.999999999998,4086.999999999999,5333.999999999998,7980.999999999994,9180.000000000004,11336.99999999999,14283.999999999989,19799.99999999999,33193.00000000001,34390.999999999985,38596.00000000002,38951.000000000015,39977.00000000003,38609.00000000002,36676.00000000001,40030.99999999997,42646.99999999997,51305.00000000001,56668.60838010204,57125.26786936777,57593.544204487815,58072.96501498919,58563.1256876324,59063.678456250826,59574.323611769505,60094.80235646101,60624.89094668722,61164.39585507297,61713.14974640338,62271.008108390866,62837.84641349087,63413.55771441922,63998.05059621309,64591.247423226305,65193.0828315078,65803.50242645084,66422.46165304081,67049.92481192465,67685.86419924589,68330.25935197016,68983.09638349642,69644.36739683175,70314.0699646464,70992.20666719404,71678.78468046195,72373.81540805643,73077.31415128372,73789.2998126755,74509.79462888342,74600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ON,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OC,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MY,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KZ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AW,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EG,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
