RTI,FTTI,1 Purchase cost (USD/veh),2 Std of purchase cost,3 fuel cost (USD/km),4 std fuel cost,5 O&M costs (USD/km),6 std O&M,7 Discount rate,8 Lifetime (y),9 Energy use (MJ/vkm),10 Loads (t or passengers/veh),11 Gamma,12 CO2 emissions (gCO2/km),13 Learning exponent,14 Turnover rate (1/y),15 Average mileage (km/y),16 Battery capacity (kWh),17 Battery cost ($/kWh)
13 Finland (FI),Adv petrol Bus,209000.0,62700.0,0.6637868881225586,0.16594672203063965,0.25,0.07500000298023224,0.0949999988079071,14.0,13.000204086303711,17.860000610351562,0.0,858.5984497070312,-0.07400000095367432,0.2142857164144516,32066.0,0.0,0.0
13 Finland (FI),Diesel TWV,9999.0,9999.0,0.026627087965607643,0.006656771991401911,9999.0,9999.0,0.0949999988079071,7.0,0.5534936785697937,9999.0,0.0,41.78538513183594,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
13 Finland (FI),Diesel LCV,54106.69921875,13526.6748046875,0.2197456806898117,0.05493642017245293,0.11903473734855652,0.035710420459508896,0.0949999988079071,15.0,4.567823886871338,0.6000000238418579,-0.2199999988079071,269.7440490722656,-0.07400000095367432,0.20000000298023224,24691.0,0.0,0.0
13 Finland (FI),Diesel MDT,84406.453125,21101.61328125,0.4285198748111725,0.10712996870279312,0.17065252363681793,0.05119575932621956,0.0949999988079071,15.0,8.907584190368652,6.840000152587891,0.5899999737739563,563.0576171875,-0.07400000095367432,0.20000000298023224,21808.0,0.0,0.0
13 Finland (FI),Diesel HDT,164484.359375,49345.30859375,0.547418475151062,0.1368546187877655,0.20019479095935822,0.060058433562517166,0.0949999988079071,14.0,11.379114151000977,18.40999984741211,0.7099999785423279,715.8637084960938,-0.07400000095367432,0.2142857164144516,32649.0,0.0,0.0
13 Finland (FI),Diesel Bus,190000.0,57000.0,0.8860698342323303,0.22151745855808258,0.25,0.07500000298023224,0.0949999988079071,14.0,18.41861343383789,17.860000610351562,0.0,1152.6707763671875,-0.07400000095367432,0.2142857164144516,32066.0,0.0,0.0
13 Finland (FI),Adv diesel TWV,10998.900390625,10998.900390625,0.01997031643986702,0.004992579109966755,9999.0,9999.0,0.0949999988079071,7.0,0.4151202440261841,9999.0,0.0,31.339038848876953,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
13 Finland (FI),Adv diesel LCV,59517.3671875,14879.341796875,0.16480925679206848,0.04120231419801712,0.11903473734855652,0.035710420459508896,0.0949999988079071,15.0,3.425867795944214,0.6000000238418579,0.0,202.30804443359375,-0.07400000095367432,0.20000000298023224,24691.0,0.0,0.0
13 Finland (FI),Adv diesel MDT,92847.09375,23211.7734375,0.3213898837566376,0.0803474709391594,0.17065252363681793,0.05119575932621956,0.0949999988079071,15.0,6.680688381195068,6.840000152587891,0.0,422.2931823730469,-0.07400000095367432,0.20000000298023224,21808.0,0.0,0.0
13 Finland (FI),Adv diesel HDT,180932.796875,54279.83984375,0.4105638563632965,0.10264096409082413,0.20019479095935822,0.060058433562517166,0.0949999988079071,14.0,8.534335136413574,18.40999984741211,0.0,536.8977661132812,-0.07400000095367432,0.2142857164144516,32649.0,0.0,0.0
13 Finland (FI),Adv diesel Bus,209000.0,62700.0,0.6645523905754089,0.16613809764385223,0.25,0.07500000298023224,0.0949999988079071,14.0,13.813960075378418,17.860000610351562,0.0,864.5031127929688,-0.07400000095367432,0.2142857164144516,32066.0,0.0,0.0
13 Finland (FI),CNG/LPG TWV,9999.0,9999.0,0.02483297884464264,0.00620824471116066,9999.0,9999.0,0.0949999988079071,7.0,0.38204583525657654,9999.0,0.0,47.107852935791016,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
13 Finland (FI),CNG/LPG LCV,54106.69921875,13526.6748046875,0.2436821013689041,0.06092052534222603,0.11903473734855652,0.035710420459508896,0.0949999988079071,15.0,3.748955249786377,0.6000000238418579,-0.4099999964237213,218.00294494628906,-0.07400000095367432,0.20000000298023224,24691.0,0.0,0.0
13 Finland (FI),CNG/LPG MDT,84406.453125,21101.61328125,0.6672906279563904,0.1668226569890976,0.17065252363681793,0.05119575932621956,0.0949999988079071,15.0,10.266009330749512,6.840000152587891,0.019999999552965164,619.1236572265625,-0.07400000095367432,0.20000000298023224,21808.0,0.0,0.0
13 Finland (FI),CNG/LPG HDT,164484.359375,49345.30859375,0.7889981865882874,0.19724954664707184,0.20019479095935822,0.060058433562517166,0.0949999988079071,14.0,12.138433456420898,18.40999984741211,-0.07000000029802322,728.3419189453125,-0.07400000095367432,0.2142857164144516,32649.0,0.0,0.0
13 Finland (FI),CNG/LPG Bus,190000.0,57000.0,1.3649243116378784,0.3412310779094696,0.25,0.07500000298023224,0.0949999988079071,14.0,20.998836517333984,17.860000610351562,0.05999999865889549,1289.910400390625,-0.07400000095367432,0.2142857164144516,32066.0,0.0,0.0
13 Finland (FI),PHEV TWV,9999.0,9999.0,0.029401393607258797,0.007350348401814699,9999.0,9999.0,0.0949999988079071,7.0,0.6111627817153931,9999.0,0.0,40.01127624511719,-0.0892999991774559,0.4285714328289032,9999.0,0.25,151.0
13 Finland (FI),PHEV LCV,101720.59375,25430.1484375,0.11760557442903519,0.029401393607258797,0.08100000023841858,0.024299999698996544,0.0949999988079071,15.0,2.4446511268615723,0.6000000238418579,-0.5,160.04510498046875,-0.0892999991774559,0.20000000298023224,24691.0,20.0,151.0
13 Finland (FI),PHEV MDT,164484.359375,41121.08984375,0.3375495672225952,0.0843873918056488,0.11373227834701538,0.034119684249162674,0.0949999988079071,15.0,7.016597270965576,6.840000152587891,0.0,501.2718811035156,-0.0892999991774559,0.20000000298023224,21808.0,51.25,151.0
13 Finland (FI),PHEV HDT,383075.4375,114922.625,0.5186346769332886,0.12965866923332214,0.14300000667572021,0.042899999767541885,0.0949999988079071,14.0,10.78078842163086,18.40999984741211,0.14000000059604645,699.5942993164062,-0.0892999991774559,0.2142857164144516,32649.0,150.0,151.0
13 Finland (FI),PHEV Bus,380000.0,114000.0,0.6138961911201477,0.15347404778003693,0.20000000298023224,0.05999999865889549,0.0949999988079071,14.0,12.760976791381836,17.860000610351562,0.07999999821186066,828.1088256835938,-0.0892999991774559,0.2142857164144516,32066.0,125.0,151.0
13 Finland (FI),BEV TWV,9999.0,9999.0,0.01689353957772255,0.0011556061217561364,9999.0,9999.0,0.0949999988079071,7.0,0.16222479939460754,9999.0,0.0,0.0,-0.15200309455394745,0.4285714328289032,9999.0,1.0,151.0
13 Finland (FI),BEV LCV,101720.59375,25430.1484375,0.0337870791554451,0.007894176989793777,0.08100000023841858,0.024299999698996544,0.0949999988079071,15.0,1.1081900596618652,0.6000000238418579,-0.18000000715255737,0.0,-0.15200309455394745,0.20000000298023224,24691.0,80.0,151.0
13 Finland (FI),BEV MDT,164484.359375,41121.08984375,0.06545630097389221,0.015293527394533157,0.11373227834701538,0.034119684249162674,0.0949999988079071,15.0,2.146916151046753,6.840000152587891,-0.10000000149011612,0.0,-0.15200309455394745,0.20000000298023224,21808.0,205.0,151.0
13 Finland (FI),BEV HDT,383075.4375,114922.625,0.12242627143859863,0.02860426902770996,0.14300000667572021,0.042899999767541885,0.0949999988079071,14.0,4.015487194061279,18.40999984741211,-0.03999999910593033,0.0,-0.15200309455394745,0.2142857164144516,32649.0,600.0,151.0
13 Finland (FI),BEV Bus,380000.0,114000.0,0.13198024034500122,0.030836503952741623,0.20000000298023224,0.05999999865889549,0.0949999988079071,14.0,4.328850269317627,17.860000610351562,-0.019999999552965164,0.0,-0.15200309455394745,0.2142857164144516,32066.0,500.0,151.0
13 Finland (FI),Bioethanol TWV,9999.0,9999.0,0.13692159950733185,0.03423039987683296,9999.0,9999.0,0.0949999988079071,7.0,0.8663862347602844,9999.0,0.0,0.0,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
13 Finland (FI),Bioethanol LCV,54106.69921875,13526.6748046875,0.5476863980293274,0.13692159950733185,0.11903473734855652,0.035710420459508896,0.0949999988079071,15.0,3.4655449390411377,0.6000000238418579,-0.5600000023841858,0.0,-0.07400000095367432,0.20000000298023224,24691.0,0.0,0.0
13 Finland (FI),Bioethanol MDT,84406.453125,21101.61328125,1.3295083045959473,0.3323770761489868,0.17065252363681793,0.05119575932621956,0.0949999988079071,15.0,8.412607192993164,6.840000152587891,-0.20000000298023224,0.0,-0.07400000095367432,0.20000000298023224,21808.0,0.0,0.0
13 Finland (FI),Bioethanol HDT,164484.359375,49345.30859375,1.7695122957229614,0.44237807393074036,0.20019479095935822,0.060058433562517166,0.0949999988079071,14.0,11.19678020477295,18.40999984741211,0.0,0.0,-0.07400000095367432,0.2142857164144516,32649.0,0.0,0.0
13 Finland (FI),Bioethanol Bus,190000.0,57000.0,2.579620599746704,0.644905149936676,0.25,0.07500000298023224,0.0949999988079071,14.0,16.322826385498047,17.860000610351562,0.0,0.0,-0.07400000095367432,0.2142857164144516,32066.0,0.0,0.0
13 Finland (FI),FCEV TWV,9999.0,9999.0,0.03487461060285568,0.00871865265071392,9999.0,9999.0,0.0949999988079071,7.0,0.3817645311355591,9999.0,0.0,0.0,-0.28630000352859497,0.4285714328289032,9999.0,1.0,151.0
13 Finland (FI),FCEV LCV,190455.578125,47613.89453125,0.13949844241142273,0.03487461060285568,0.11903473734855652,0.035710420459508896,0.0949999988079071,15.0,1.5270581245422363,0.6000000238418579,0.0,0.0,-0.28630000352859497,0.20000000298023224,24691.0,15.0,151.0
13 Finland (FI),FCEV MDT,209933.984375,52483.49609375,0.31615933775901794,0.07903983443975449,0.17065252363681793,0.05119575932621956,0.0949999988079071,15.0,3.460925340652466,6.840000152587891,0.0,0.0,-0.28630000352859497,0.20000000298023224,21808.0,40.0,151.0
13 Finland (FI),FCEV HDT,525917.125,157775.125,0.5191369652748108,0.1297842413187027,0.20019479095935822,0.060058433562517166,0.0949999988079071,14.0,5.682875633239746,18.40999984741211,0.0,0.0,-0.28630000352859497,0.2142857164144516,32649.0,75.0,151.0
13 Finland (FI),FCEV Bus,800000.0,240000.0,0.7164493203163147,0.17911233007907867,0.25,0.07500000298023224,0.0949999988079071,14.0,7.842809677124023,17.860000610351562,0.0,0.0,-0.28630000352859497,0.2142857164144516,32066.0,75.0,151.0
14 Sweden (SW),Petrol TWV,9999.0,9999.0,0.03639146313071251,0.009097865782678127,9999.0,9999.0,0.0949999988079071,7.0,0.8037093877792358,9999.0,0.0,62.74177932739258,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
14 Sweden (SW),Petrol LCV,54106.69921875,13526.6748046875,0.14438214898109436,0.03609553724527359,0.11903473734855652,0.035710420459508896,0.0949999988079071,15.0,3.188694953918457,0.6000000238418579,-0.12999999523162842,226.63331604003906,-0.07400000095367432,0.20000000298023224,24561.0,0.0,0.0
14 Sweden (SW),Petrol MDT,84406.453125,21101.61328125,0.3983955383300781,0.09959888458251953,0.17065252363681793,0.05119575932621956,0.0949999988079071,14.0,8.79860782623291,6.840000152587891,0.3199999928474426,614.97119140625,-0.07400000095367432,0.2142857164144516,29105.0,0.0,0.0
14 Sweden (SW),Petrol HDT,164484.359375,49345.30859375,0.48342442512512207,0.12085610628128052,0.20019479095935822,0.060058433562517166,0.0949999988079071,14.0,10.676480293273926,18.40999984741211,0.15000000596046448,742.80126953125,-0.07400000095367432,0.2142857164144516,44651.0,0.0,0.0
14 Sweden (SW),Petrol Bus,190000.0,57000.0,0.7558382153511047,0.18895955383777618,0.25,0.07500000298023224,0.0949999988079071,14.0,16.692768096923828,17.860000610351562,0.0,1177.3243408203125,-0.07400000095367432,0.2142857164144516,41707.0,0.0,0.0
14 Sweden (SW),Adv petrol TWV,10998.900390625,10998.900390625,0.027293598279356956,0.006823399569839239,9999.0,9999.0,0.0949999988079071,7.0,0.6027820110321045,9999.0,0.0,47.05633544921875,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
14 Sweden (SW),Adv petrol LCV,59517.3671875,14879.341796875,0.10828661173582077,0.027071652933955193,0.11903473734855652,0.035710420459508896,0.0949999988079071,15.0,2.3915212154388428,0.6000000238418579,0.0,169.97499084472656,-0.07400000095367432,0.20000000298023224,24561.0,0.0,0.0
14 Sweden (SW),Adv petrol MDT,92847.09375,23211.7734375,0.2987966537475586,0.07469916343688965,0.17065252363681793,0.05119575932621956,0.0949999988079071,14.0,6.5989556312561035,6.840000152587891,0.0,461.2283935546875,-0.07400000095367432,0.2142857164144516,29105.0,0.0,0.0
14 Sweden (SW),Adv petrol HDT,180932.796875,54279.83984375,0.36256831884384155,0.09064207971096039,0.20019479095935822,0.060058433562517166,0.0949999988079071,14.0,8.007359504699707,18.40999984741211,0.0,557.1009521484375,-0.07400000095367432,0.2142857164144516,44651.0,0.0,0.0
14 Sweden (SW),Adv petrol Bus,209000.0,62700.0,0.5668786764144897,0.14171966910362244,0.25,0.07500000298023224,0.0949999988079071,14.0,12.519575119018555,17.860000610351562,0.0,882.9932250976562,-0.07400000095367432,0.2142857164144516,41707.0,0.0,0.0
14 Sweden (SW),Diesel TWV,9999.0,9999.0,0.025416765362024307,0.006354191340506077,9999.0,9999.0,0.0949999988079071,7.0,0.5534936785697937,9999.0,0.0,41.78538513183594,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
14 Sweden (SW),Diesel LCV,54106.69921875,13526.6748046875,0.17674283683300018,0.044185709208250046,0.11903473734855652,0.035710420459508896,0.0949999988079071,15.0,3.8488786220550537,0.6000000238418579,-0.28999999165534973,191.1114044189453,-0.07400000095367432,0.20000000298023224,24561.0,0.0,0.0
14 Sweden (SW),Diesel MDT,84406.453125,21101.61328125,0.41306552290916443,0.10326638072729111,0.17065252363681793,0.05119575932621956,0.0949999988079071,14.0,8.995210647583008,6.840000152587891,0.10999999940395355,479.94024658203125,-0.07400000095367432,0.2142857164144516,29105.0,0.0,0.0
14 Sweden (SW),Diesel HDT,164484.359375,49345.30859375,0.5276665687561035,0.13191664218902588,0.20019479095935822,0.060058433562517166,0.0949999988079071,14.0,11.490843772888184,18.40999984741211,0.7799999713897705,611.9461669921875,-0.07400000095367432,0.2142857164144516,44651.0,0.0,0.0
14 Sweden (SW),Diesel Bus,190000.0,57000.0,0.8345900774002075,0.20864751935005188,0.25,0.07500000298023224,0.0949999988079071,14.0,18.174631118774414,17.860000610351562,0.029999999329447746,979.5824584960938,-0.07400000095367432,0.2142857164144516,41707.0,0.0,0.0
14 Sweden (SW),Adv diesel TWV,10998.900390625,10998.900390625,0.019062574952840805,0.004765643738210201,9999.0,9999.0,0.0949999988079071,7.0,0.4151202440261841,9999.0,0.0,31.339038848876953,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
14 Sweden (SW),Adv diesel LCV,59517.3671875,14879.341796875,0.13255713880062103,0.03313928470015526,0.11903473734855652,0.035710420459508896,0.0949999988079071,15.0,2.8866589069366455,0.6000000238418579,0.0,143.33355712890625,-0.07400000095367432,0.20000000298023224,24561.0,0.0,0.0
14 Sweden (SW),Adv diesel MDT,92847.09375,23211.7734375,0.3097991347312927,0.07744978368282318,0.17065252363681793,0.05119575932621956,0.0949999988079071,14.0,6.746407985687256,6.840000152587891,0.0,359.9551696777344,-0.07400000095367432,0.2142857164144516,29105.0,0.0,0.0
14 Sweden (SW),Adv diesel HDT,180932.796875,54279.83984375,0.39574989676475525,0.09893747419118881,0.20019479095935822,0.060058433562517166,0.0949999988079071,14.0,8.618133544921875,18.40999984741211,0.0,458.9596252441406,-0.07400000095367432,0.2142857164144516,44651.0,0.0,0.0
14 Sweden (SW),Adv diesel Bus,209000.0,62700.0,0.625942587852478,0.1564856469631195,0.25,0.07500000298023224,0.0949999988079071,14.0,13.630973815917969,17.860000610351562,0.0,734.6868286132812,-0.07400000095367432,0.2142857164144516,41707.0,0.0,0.0
14 Sweden (SW),CNG/LPG TWV,9999.0,9999.0,0.03151877969503403,0.007879694923758507,9999.0,9999.0,0.0949999988079071,7.0,0.38204583525657654,9999.0,0.0,47.107852935791016,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
14 Sweden (SW),CNG/LPG LCV,54106.69921875,13526.6748046875,0.2918776869773865,0.07296942174434662,0.11903473734855652,0.035710420459508896,0.0949999988079071,15.0,3.5379111766815186,0.6000000238418579,-0.4399999976158142,202.56565856933594,-0.07400000095367432,0.20000000298023224,24561.0,0.0,0.0
14 Sweden (SW),CNG/LPG MDT,84406.453125,21101.61328125,0.8363559246063232,0.2090889811515808,0.17065252363681793,0.05119575932621956,0.0949999988079071,14.0,10.13764762878418,6.840000152587891,-0.30000001192092896,608.2378540039062,-0.07400000095367432,0.2142857164144516,29105.0,0.0,0.0
14 Sweden (SW),CNG/LPG HDT,164484.359375,49345.30859375,1.0058295726776123,0.2514573931694031,0.20019479095935822,0.060058433562517166,0.0949999988079071,14.0,12.191873550415039,18.40999984741211,-0.12999999523162842,716.7532958984375,-0.07400000095367432,0.2142857164144516,44651.0,0.0,0.0
14 Sweden (SW),CNG/LPG Bus,190000.0,57000.0,1.700907588005066,0.4252268970012665,0.25,0.07500000298023224,0.0949999988079071,14.0,20.617061614990234,17.860000610351562,0.0,1224.9630126953125,-0.07400000095367432,0.2142857164144516,41707.0,0.0,0.0
14 Sweden (SW),PHEV TWV,9999.0,9999.0,0.028501907363533974,0.007125476840883493,9999.0,9999.0,0.0949999988079071,7.0,0.6206779479980469,9999.0,0.0,35.141780853271484,-0.0892999991774559,0.4285714328289032,9999.0,0.25,151.0
14 Sweden (SW),PHEV LCV,101720.59375,25430.1484375,0.1140076294541359,0.028501907363533974,0.08100000023841858,0.024299999698996544,0.0949999988079071,15.0,2.4827117919921875,0.6000000238418579,-0.3499999940395355,140.56712341308594,-0.0892999991774559,0.20000000298023224,24561.0,20.0,151.0
14 Sweden (SW),PHEV MDT,164484.359375,41121.08984375,0.32220640778541565,0.08055160194635391,0.11373227834701538,0.034119684249162674,0.0949999988079071,14.0,7.016597270965576,6.840000152587891,0.0,501.2718811035156,-0.0892999991774559,0.2142857164144516,29105.0,51.25,151.0
14 Sweden (SW),PHEV HDT,383075.4375,114922.625,0.49790358543395996,0.12447589635848999,0.14300000667572021,0.042899999767541885,0.0949999988079071,14.0,10.842704772949219,18.40999984741211,0.0,762.7269897460938,-0.0892999991774559,0.2142857164144516,44651.0,150.0,151.0
14 Sweden (SW),PHEV Bus,380000.0,114000.0,0.5862579345703125,0.14656448364257812,0.20000000298023224,0.05999999865889549,0.0949999988079071,14.0,12.766772270202637,17.860000610351562,0.07999999821186066,720.6060180664062,-0.0892999991774559,0.2142857164144516,41707.0,125.0,151.0
14 Sweden (SW),BEV TWV,9999.0,9999.0,0.018618283793330193,0.0013391375541687012,9999.0,9999.0,0.0949999988079071,7.0,0.16222479939460754,9999.0,0.0,0.0,-0.15200309455394745,0.4285714328289032,9999.0,1.0,151.0
14 Sweden (SW),BEV LCV,101720.59375,25430.1484375,0.037236567586660385,0.008700133301317692,0.08100000023841858,0.024299999698996544,0.0949999988079071,15.0,1.0539449453353882,0.6000000238418579,-0.3400000035762787,0.0,-0.15200309455394745,0.20000000298023224,24561.0,80.0,151.0
14 Sweden (SW),BEV MDT,164484.359375,41121.08984375,0.07486751675605774,0.01749240979552269,0.11373227834701538,0.034119684249162674,0.0949999988079071,14.0,2.1190521717071533,6.840000152587891,-0.019999999552965164,0.0,-0.15200309455394745,0.2142857164144516,29105.0,205.0,151.0
14 Sweden (SW),BEV HDT,383075.4375,114922.625,0.14120717346668243,0.03299233317375183,0.14300000667572021,0.042899999767541885,0.0949999988079071,14.0,3.996731996536255,18.40999984741211,-0.029999999329447746,0.0,-0.15200309455394745,0.2142857164144516,44651.0,600.0,151.0
14 Sweden (SW),BEV Bus,380000.0,114000.0,0.13688072562217712,0.03198147937655449,0.20000000298023224,0.05999999865889549,0.0949999988079071,14.0,3.8742761611938477,17.860000610351562,0.05999999865889549,0.0,-0.15200309455394745,0.2142857164144516,41707.0,500.0,151.0
14 Sweden (SW),Bioethanol TWV,9999.0,9999.0,0.13026271760463715,0.032565679401159286,9999.0,9999.0,0.0949999988079071,7.0,0.8635014295578003,9999.0,0.0,0.0,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
14 Sweden (SW),Bioethanol LCV,54106.69921875,13526.6748046875,0.5210508704185486,0.13026271760463715,0.11903473734855652,0.035710420459508896,0.0949999988079071,15.0,3.454005718231201,0.6000000238418579,-0.5199999809265137,0.0,-0.07400000095367432,0.20000000298023224,24561.0,0.0,0.0
14 Sweden (SW),Bioethanol MDT,84406.453125,21101.61328125,1.2294892072677612,0.3073723018169403,0.17065252363681793,0.05119575932621956,0.0949999988079071,14.0,8.150188446044922,6.840000152587891,-0.3700000047683716,0.0,-0.07400000095367432,0.2142857164144516,29105.0,0.0,0.0
14 Sweden (SW),Bioethanol HDT,164484.359375,49345.30859375,1.6372342109680176,0.4093085527420044,0.20019479095935822,0.060058433562517166,0.0949999988079071,14.0,10.85309886932373,18.40999984741211,-0.23000000417232513,0.0,-0.07400000095367432,0.2142857164144516,44651.0,0.0,0.0
14 Sweden (SW),Bioethanol Bus,190000.0,57000.0,2.717144250869751,0.6792860627174377,0.25,0.07500000298023224,0.0949999988079071,14.0,18.011737823486328,17.860000610351562,0.019999999552965164,0.0,-0.07400000095367432,0.2142857164144516,41707.0,0.0,0.0
14 Sweden (SW),FCEV TWV,9999.0,9999.0,0.031397514045238495,0.007849378511309624,9999.0,9999.0,0.0949999988079071,7.0,0.3817645311355591,9999.0,0.0,0.0,-0.28630000352859497,0.4285714328289032,9999.0,1.0,151.0
14 Sweden (SW),FCEV LCV,190455.578125,47613.89453125,0.12559005618095398,0.031397514045238495,0.11903473734855652,0.035710420459508896,0.0949999988079071,15.0,1.5270581245422363,0.6000000238418579,0.0,0.0,-0.28630000352859497,0.20000000298023224,24561.0,15.0,151.0
14 Sweden (SW),FCEV MDT,209933.984375,52483.49609375,0.28463736176490784,0.07115934044122696,0.17065252363681793,0.05119575932621956,0.0949999988079071,14.0,3.460925340652466,6.840000152587891,0.0,0.0,-0.28630000352859497,0.2142857164144516,29105.0,40.0,151.0
14 Sweden (SW),FCEV HDT,525917.125,157775.125,0.46737754344940186,0.11684438586235046,0.20019479095935822,0.060058433562517166,0.0949999988079071,14.0,5.682875633239746,18.40999984741211,0.0,0.0,-0.28630000352859497,0.2142857164144516,44651.0,75.0,151.0
14 Sweden (SW),FCEV Bus,800000.0,240000.0,0.647036612033844,0.161759153008461,0.25,0.07500000298023224,0.0949999988079071,14.0,7.8673624992370605,17.860000610351562,0.10000000149011612,0.0,-0.28630000352859497,0.2142857164144516,41707.0,75.0,151.0
15 UK (UK),Petrol TWV,9999.0,9999.0,0.035617176443338394,0.008904294110834599,9999.0,9999.0,0.0949999988079071,7.0,0.8037093877792358,9999.0,0.0,62.74177932739258,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
15 UK (UK),Petrol LCV,54106.69921875,13526.6748046875,0.15362416207790375,0.03840604051947594,0.11903473734855652,0.035710420459508896,0.0949999988079071,15.0,3.4665627479553223,0.6000000238418579,0.11999999731779099,230.82225036621094,-0.07400000095367432,0.20000000298023224,17289.0,0.0,0.0
15 UK (UK),Petrol MDT,84406.453125,21101.61328125,0.38180556893348694,0.09545139223337173,0.17065252363681793,0.05119575932621956,0.0949999988079071,15.0,8.615525245666504,6.639999866485596,0.1899999976158142,604.1669311523438,-0.07400000095367432,0.20000000298023224,23598.0,0.0,0.0
15 UK (UK),Petrol HDT,164484.359375,49345.30859375,0.49903881549835205,0.12475970387458801,0.20019479095935822,0.060058433562517166,0.0949999988079071,15.0,11.260919570922852,18.709999084472656,0.3100000023841858,781.7421875,-0.07400000095367432,0.20000000298023224,39207.0,0.0,0.0
15 UK (UK),Petrol Bus,190000.0,57000.0,0.7397565245628357,0.18493913114070892,0.25,0.07500000298023224,0.0949999988079071,15.0,16.692768096923828,19.93000030517578,-0.029999999329447746,1177.3243408203125,-0.07400000095367432,0.20000000298023224,23429.0,0.0,0.0
15 UK (UK),Adv petrol TWV,10998.900390625,10998.900390625,0.02671288326382637,0.0066782208159565926,9999.0,9999.0,0.0949999988079071,7.0,0.6027820110321045,9999.0,0.0,47.05633544921875,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
15 UK (UK),Adv petrol LCV,59517.3671875,14879.341796875,0.11521812528371811,0.028804531320929527,0.11903473734855652,0.035710420459508896,0.0949999988079071,15.0,2.599921941757202,0.6000000238418579,0.0,173.11668395996094,-0.07400000095367432,0.20000000298023224,17289.0,0.0,0.0
15 UK (UK),Adv petrol MDT,92847.09375,23211.7734375,0.2863541543483734,0.07158853858709335,0.17065252363681793,0.05119575932621956,0.0949999988079071,15.0,6.461644172668457,6.639999866485596,0.0,453.12518310546875,-0.07400000095367432,0.20000000298023224,23598.0,0.0,0.0
15 UK (UK),Adv petrol HDT,180932.796875,54279.83984375,0.37427911162376404,0.09356977790594101,0.20019479095935822,0.060058433562517166,0.0949999988079071,15.0,8.44568920135498,18.709999084472656,0.0,586.306640625,-0.07400000095367432,0.20000000298023224,39207.0,0.0,0.0
15 UK (UK),Adv petrol Bus,209000.0,62700.0,0.5548173785209656,0.1387043446302414,0.25,0.07500000298023224,0.0949999988079071,15.0,12.519575119018555,19.93000030517578,0.0,882.9932250976562,-0.07400000095367432,0.20000000298023224,23429.0,0.0,0.0
15 UK (UK),Diesel TWV,9999.0,9999.0,0.02374093420803547,0.005935233552008867,9999.0,9999.0,0.0949999988079071,7.0,0.5534936785697937,9999.0,0.0,41.78538513183594,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
15 UK (UK),Diesel LCV,54106.69921875,13526.6748046875,0.16881677508354187,0.04220419377088547,0.11903473734855652,0.035710420459508896,0.0949999988079071,15.0,3.935776710510254,0.6000000238418579,0.09000000357627869,245.86021423339844,-0.07400000095367432,0.20000000298023224,17289.0,0.0,0.0
15 UK (UK),Diesel MDT,84406.453125,21101.61328125,0.3865366578102112,0.0966341644525528,0.17065252363681793,0.05119575932621956,0.0949999988079071,15.0,9.011674880981445,6.639999866485596,0.23999999463558197,611.4072265625,-0.07400000095367432,0.20000000298023224,23598.0,0.0,0.0
15 UK (UK),Diesel HDT,164484.359375,49345.30859375,0.5025174617767334,0.12562936544418335,0.20019479095935822,0.060058433562517166,0.0949999988079071,15.0,11.715639114379883,18.709999084472656,0.5600000023841858,788.6195678710938,-0.07400000095367432,0.20000000298023224,39207.0,0.0,0.0
15 UK (UK),Diesel Bus,190000.0,57000.0,0.7494300603866577,0.18735751509666443,0.25,0.07500000298023224,0.0949999988079071,15.0,17.47213363647461,19.93000030517578,0.009999999776482582,1185.1534423828125,-0.07400000095367432,0.20000000298023224,23429.0,0.0,0.0
15 UK (UK),Adv diesel TWV,10998.900390625,10998.900390625,0.01780570112168789,0.004451425280421972,9999.0,9999.0,0.0949999988079071,7.0,0.4151202440261841,9999.0,0.0,31.339038848876953,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
15 UK (UK),Adv diesel LCV,59517.3671875,14879.341796875,0.126612588763237,0.03165314719080925,0.11903473734855652,0.035710420459508896,0.0949999988079071,15.0,2.9518325328826904,0.6000000238418579,0.0,184.39515686035156,-0.07400000095367432,0.20000000298023224,17289.0,0.0,0.0
15 UK (UK),Adv diesel MDT,92847.09375,23211.7734375,0.2899024784564972,0.0724756196141243,0.17065252363681793,0.05119575932621956,0.0949999988079071,15.0,6.758756637573242,6.639999866485596,0.0,458.5554504394531,-0.07400000095367432,0.20000000298023224,23598.0,0.0,0.0
