RTI,FTTI,1 Purchase cost (USD/veh),2 Std of purchase cost,3 fuel cost (USD/km),4 std fuel cost,5 O&M costs (USD/km),6 std O&M,7 Discount rate,8 Lifetime (y),9 Energy use (MJ/vkm),10 Loads (t or passengers/veh),11 Gamma,12 CO2 emissions (gCO2/km),13 Learning exponent,14 Turnover rate (1/y),15 Average mileage (km/y),16 Battery capacity (kWh),17 Battery cost ($/kWh)
54 Ukraine (UE),Petrol LCV,55000.0,13750.0,0.1238708645105362,0.03096771612763405,0.07500000298023224,0.02250000089406967,0.07000000029802322,26.0,3.4665627479553223,0.6000000238418579,-0.23000000417232513,230.82225036621094,-0.07400000095367432,0.11538461595773697,22720.0,0.0,0.0
54 Ukraine (UE),Petrol MDT,86000.0,21500.0,0.30785903334617615,0.07696475833654404,0.10599999874830246,0.03180000185966492,0.07000000029802322,13.0,8.615525245666504,6.639999866485596,0.14000000059604645,604.1669311523438,-0.07400000095367432,0.23076923191547394,29379.0,0.0,0.0
54 Ukraine (UE),Petrol HDT,168000.0,50400.0,0.40238702297210693,0.10059675574302673,0.12999999523162842,0.039000000804662704,0.07000000029802322,20.0,11.260919570922852,18.709999084472656,-0.03999999910593033,781.7421875,-0.07400000095367432,0.15000000596046448,53127.0,0.0,0.0
54 Ukraine (UE),Petrol Bus,190000.0,57000.0,0.5964835286140442,0.14912088215351105,0.25,0.07500000298023224,0.07000000029802322,24.0,16.692768096923828,19.93000030517578,0.05999999865889549,1177.3243408203125,-0.07400000095367432,0.125,41932.0,0.0,0.0
54 Ukraine (UE),Adv petrol TWV,10998.900390625,10998.900390625,0.021539242938160896,0.005384810734540224,9999.0,9999.0,0.07000000029802322,7.0,0.6027820110321045,9999.0,0.0,47.05633544921875,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
54 Ukraine (UE),Adv petrol LCV,60500.0,15125.0,0.09290315210819244,0.02322578802704811,0.07500000298023224,0.02250000089406967,0.07000000029802322,26.0,2.599921941757202,0.6000000238418579,0.0,173.11668395996094,-0.07400000095367432,0.11538461595773697,22720.0,0.0,0.0
54 Ukraine (UE),Adv petrol MDT,94600.0,23650.0,0.2308942675590515,0.05772356688976288,0.10599999874830246,0.03180000185966492,0.07000000029802322,13.0,6.461644172668457,6.639999866485596,0.0,453.12518310546875,-0.07400000095367432,0.23076923191547394,29379.0,0.0,0.0
54 Ukraine (UE),Adv petrol HDT,184800.0,55440.0,0.3017902672290802,0.07544756680727005,0.12999999523162842,0.039000000804662704,0.07000000029802322,20.0,8.44568920135498,18.709999084472656,0.0,586.306640625,-0.07400000095367432,0.15000000596046448,53127.0,0.0,0.0
54 Ukraine (UE),Adv petrol Bus,209000.0,62700.0,0.44736266136169434,0.11184066534042358,0.25,0.07500000298023224,0.07000000029802322,24.0,12.519575119018555,19.93000030517578,0.0,882.9932250976562,-0.07400000095367432,0.125,41932.0,0.0,0.0
54 Ukraine (UE),Diesel TWV,9999.0,9999.0,0.0178588405251503,0.004464710131287575,9999.0,9999.0,0.07000000029802322,7.0,0.5534936785697937,9999.0,0.0,41.78538513183594,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
54 Ukraine (UE),Diesel LCV,55000.0,13750.0,0.1269904375076294,0.03174760937690735,0.07500000298023224,0.02250000089406967,0.07000000029802322,26.0,3.935776710510254,0.6000000238418579,0.07999999821186066,245.86021423339844,-0.07400000095367432,0.11538461595773697,22720.0,0.0,0.0
54 Ukraine (UE),Diesel MDT,86000.0,21500.0,0.2907676696777344,0.0726919174194336,0.10599999874830246,0.03180000185966492,0.07000000029802322,13.0,9.011674880981445,6.639999866485596,0.18000000715255737,611.4072265625,-0.07400000095367432,0.23076923191547394,29379.0,0.0,0.0
54 Ukraine (UE),Diesel HDT,168000.0,50400.0,0.37801283597946167,0.09450320899486542,0.12999999523162842,0.039000000804662704,0.07000000029802322,20.0,11.715639114379883,18.709999084472656,-0.30000001192092896,788.6195678710938,-0.07400000095367432,0.15000000596046448,53127.0,0.0,0.0
54 Ukraine (UE),Diesel Bus,190000.0,57000.0,0.5637499690055847,0.14093749225139618,0.25,0.07500000298023224,0.07000000029802322,24.0,17.47213363647461,19.93000030517578,-0.07000000029802322,1185.1534423828125,-0.07400000095367432,0.125,41932.0,0.0,0.0
54 Ukraine (UE),Adv diesel TWV,10998.900390625,10998.900390625,0.01339412946254015,0.0033485323656350374,9999.0,9999.0,0.07000000029802322,7.0,0.4151202440261841,9999.0,0.0,31.339038848876953,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
54 Ukraine (UE),Adv diesel LCV,60500.0,15125.0,0.09524282813072205,0.02381070703268051,0.07500000298023224,0.02250000089406967,0.07000000029802322,26.0,2.9518325328826904,0.6000000238418579,0.0,184.39515686035156,-0.07400000095367432,0.11538461595773697,22720.0,0.0,0.0
54 Ukraine (UE),Adv diesel MDT,94600.0,23650.0,0.21807575225830078,0.054518938064575195,0.10599999874830246,0.03180000185966492,0.07000000029802322,13.0,6.758756637573242,6.639999866485596,0.0,458.5554504394531,-0.07400000095367432,0.23076923191547394,29379.0,0.0,0.0
54 Ukraine (UE),Adv diesel HDT,184800.0,55440.0,0.28350964188575745,0.07087741047143936,0.12999999523162842,0.039000000804662704,0.07000000029802322,20.0,8.78672981262207,18.709999084472656,0.0,591.4646606445312,-0.07400000095367432,0.15000000596046448,53127.0,0.0,0.0
54 Ukraine (UE),Adv diesel Bus,209000.0,62700.0,0.42281249165534973,0.10570312291383743,0.25,0.07500000298023224,0.07000000029802322,24.0,13.104101181030273,19.93000030517578,0.0,888.8650512695312,-0.07400000095367432,0.125,41932.0,0.0,0.0
54 Ukraine (UE),CNG/LPG TWV,9999.0,9999.0,0.016521552577614784,0.004130388144403696,9999.0,9999.0,0.07000000029802322,7.0,0.38204583525657654,9999.0,0.0,47.107852935791016,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
54 Ukraine (UE),CNG/LPG LCV,55000.0,13750.0,0.15083765983581543,0.03770941495895386,0.07500000298023224,0.02250000089406967,0.07000000029802322,26.0,3.487983226776123,0.6000000238418579,0.0,209.31146240234375,-0.07400000095367432,0.11538461595773697,22720.0,0.0,0.0
54 Ukraine (UE),CNG/LPG MDT,86000.0,21500.0,0.4398082494735718,0.10995206236839294,0.10599999874830246,0.03180000185966492,0.07000000029802322,13.0,10.170165061950684,6.639999866485596,-0.25,624.965087890625,-0.07400000095367432,0.23076923191547394,29379.0,0.0,0.0
54 Ukraine (UE),CNG/LPG HDT,168000.0,50400.0,0.5476425886154175,0.13691064715385437,0.12999999523162842,0.039000000804662704,0.07000000029802322,20.0,12.663734436035156,18.709999084472656,-0.4699999988079071,768.5762939453125,-0.07400000095367432,0.15000000596046448,53127.0,0.0,0.0
54 Ukraine (UE),CNG/LPG Bus,190000.0,57000.0,0.8682495355606079,0.21706238389015198,0.25,0.07500000298023224,0.07000000029802322,24.0,20.077478408813477,19.93000030517578,-0.10999999940395355,1219.382080078125,-0.07400000095367432,0.125,41932.0,0.0,0.0
54 Ukraine (UE),PHEV TWV,9999.0,9999.0,0.020791662856936455,0.005197915714234114,9999.0,9999.0,0.07000000029802322,7.0,0.6443897485733032,9999.0,0.0,44.5775032043457,-0.0892999991774559,0.4285714328289032,9999.0,0.25,139.0
54 Ukraine (UE),PHEV LCV,101000.0,25250.0,0.08316665142774582,0.020791662856936455,0.05999999865889549,0.017999999225139618,0.07000000029802322,26.0,2.577558994293213,0.6000000238418579,0.0,178.3100128173828,-0.0892999991774559,0.11538461595773697,22720.0,20.0,139.0
54 Ukraine (UE),PHEV MDT,123000.0,30750.0,0.2263951599597931,0.05659878998994827,0.0949999988079071,0.02850000001490116,0.07000000029802322,13.0,7.016597270965576,6.639999866485596,0.0,501.2718811035156,-0.0892999991774559,0.23076923191547394,29379.0,51.25,139.0
54 Ukraine (UE),PHEV HDT,515000.0,154500.0,0.34984704852104187,0.08746176213026047,0.10999999940395355,0.032999999821186066,0.07000000029802322,20.0,10.842704772949219,18.709999084472656,0.0,762.7269897460938,-0.0892999991774559,0.15000000596046448,53127.0,150.0,139.0
54 Ukraine (UE),PHEV Bus,380000.0,114000.0,0.3993895351886749,0.09984738379716873,0.20000000298023224,0.05999999865889549,0.07000000029802322,24.0,12.37816047668457,19.93000030517578,0.0,866.0819091796875,-0.0892999991774559,0.125,41932.0,125.0,139.0
54 Ukraine (UE),BEV TWV,9999.0,9999.0,0.022529352456331253,0.0015126419020816684,9999.0,9999.0,0.07000000029802322,7.0,0.16222479939460754,9999.0,0.0,0.0,-0.15200309455394745,0.4285714328289032,9999.0,1.0,139.0
54 Ukraine (UE),BEV LCV,101000.0,25250.0,0.045058704912662506,0.00971980206668377,0.05999999865889549,0.017999999225139618,0.07000000029802322,26.0,1.042409896850586,0.6000000238418579,0.0,0.0,-0.15200309455394745,0.11538461595773697,22720.0,80.0,139.0
54 Ukraine (UE),BEV MDT,123000.0,30750.0,0.09375414252281189,0.02022409997880459,0.0949999988079071,0.02850000001490116,0.07000000029802322,13.0,2.1689538955688477,6.639999866485596,0.0,0.0,-0.15200309455394745,0.23076923191547394,29379.0,205.0,139.0
54 Ukraine (UE),BEV HDT,515000.0,154500.0,0.15248656272888184,0.03289351612329483,0.10999999940395355,0.032999999821186066,0.07000000029802322,20.0,3.527698040008545,18.709999084472656,0.0,0.0,-0.15200309455394745,0.15000000596046448,53127.0,600.0,139.0
54 Ukraine (UE),BEV Bus,380000.0,114000.0,0.16365663707256317,0.035303059965372086,0.20000000298023224,0.05999999865889549,0.07000000029802322,24.0,3.786112070083618,19.93000030517578,0.0,0.0,-0.15200309455394745,0.125,41932.0,500.0,139.0
54 Ukraine (UE),Bioethanol TWV,9999.0,9999.0,0.08229615539312363,0.020574038848280907,9999.0,9999.0,0.07000000029802322,7.0,0.7764071822166443,9999.0,0.0,0.0,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
54 Ukraine (UE),Bioethanol LCV,55000.0,13750.0,0.3291846215724945,0.08229615539312363,0.07500000298023224,0.02250000089406967,0.07000000029802322,26.0,3.105628728866577,0.6000000238418579,-0.05000000074505806,0.0,-0.07400000095367432,0.11538461595773697,22720.0,0.0,0.0
54 Ukraine (UE),Bioethanol MDT,86000.0,21500.0,0.8691744804382324,0.2172936201095581,0.10599999874830246,0.03180000185966492,0.07000000029802322,13.0,8.200057983398438,6.639999866485596,0.10000000149011612,0.0,-0.07400000095367432,0.23076923191547394,29379.0,0.0,0.0
54 Ukraine (UE),Bioethanol HDT,168000.0,50400.0,1.1868153810501099,0.29670384526252747,0.12999999523162842,0.039000000804662704,0.07000000029802322,20.0,11.19678020477295,18.709999084472656,0.0,0.0,-0.07400000095367432,0.15000000596046448,53127.0,0.0,0.0
54 Ukraine (UE),Bioethanol Bus,190000.0,57000.0,1.7301565408706665,0.4325391352176666,0.25,0.07500000298023224,0.07000000029802322,24.0,16.322826385498047,19.93000030517578,0.0,0.0,-0.07400000095367432,0.125,41932.0,0.0,0.0
54 Ukraine (UE),FCEV TWV,9999.0,9999.0,0.03856055438518524,0.00964013859629631,9999.0,9999.0,0.07000000029802322,7.0,0.3817645311355591,9999.0,0.0,0.0,-0.28630000352859497,0.4285714328289032,9999.0,1.0,139.0
54 Ukraine (UE),FCEV LCV,190000.0,47500.0,0.15424221754074097,0.03856055438518524,0.07500000298023224,0.02250000089406967,0.07000000029802322,26.0,1.5270581245422363,0.6000000238418579,0.0,0.0,-0.28630000352859497,0.11538461595773697,22720.0,15.0,139.0
54 Ukraine (UE),FCEV MDT,351000.0,87750.0,0.34957462549209595,0.08739365637302399,0.10599999874830246,0.03180000185966492,0.07000000029802322,13.0,3.460925340652466,6.639999866485596,0.0,0.0,-0.28630000352859497,0.23076923191547394,29379.0,40.0,139.0
54 Ukraine (UE),FCEV HDT,548000.0,164400.0,0.5740051865577698,0.14350129663944244,0.12999999523162842,0.039000000804662704,0.07000000029802322,20.0,5.682875633239746,18.709999084472656,0.0,0.0,-0.28630000352859497,0.15000000596046448,53127.0,75.0,139.0
54 Ukraine (UE),FCEV Bus,800000.0,240000.0,0.7921717762947083,0.19804294407367706,0.25,0.07500000298023224,0.07000000029802322,24.0,7.842809677124023,19.93000030517578,0.0,0.0,-0.28630000352859497,0.125,41932.0,75.0,139.0
55 Saudi Arabia (SD),Petrol TWV,9999.0,9999.0,0.013092480599880219,0.0032731201499700546,9999.0,9999.0,0.07000000029802322,7.0,0.8037093877792358,9999.0,0.0,62.74177932739258,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
55 Saudi Arabia (SD),Petrol LCV,55000.0,13750.0,0.05647054314613342,0.014117635786533356,0.07500000298023224,0.02250000089406967,0.07000000029802322,11.0,3.4665627479553223,0.6000000238418579,-0.4399999976158142,230.82225036621094,-0.07400000095367432,0.27272728085517883,22720.0,0.0,0.0
55 Saudi Arabia (SD),Petrol MDT,86000.0,21500.0,0.14034749567508698,0.035086873918771744,0.10599999874830246,0.03180000185966492,0.07000000029802322,13.0,8.615525245666504,6.639999866485596,-0.05000000074505806,604.1669311523438,-0.07400000095367432,0.23076923191547394,29379.0,0.0,0.0
55 Saudi Arabia (SD),Petrol HDT,168000.0,50400.0,0.1834411472082138,0.04586028680205345,0.12999999523162842,0.039000000804662704,0.07000000029802322,12.0,11.260919570922852,18.709999084472656,-0.20999999344348907,781.7421875,-0.07400000095367432,0.25,53127.0,0.0,0.0
55 Saudi Arabia (SD),Petrol Bus,190000.0,57000.0,0.27192631363868713,0.06798157840967178,0.25,0.07500000298023224,0.07000000029802322,13.0,16.692768096923828,19.93000030517578,0.2199999988079071,1177.3243408203125,-0.07400000095367432,0.23076923191547394,41932.0,0.0,0.0
55 Saudi Arabia (SD),Adv petrol TWV,10998.900390625,10998.900390625,0.009819360449910164,0.002454840112477541,9999.0,9999.0,0.07000000029802322,7.0,0.6027820110321045,9999.0,0.0,47.05633544921875,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
55 Saudi Arabia (SD),Adv petrol LCV,60500.0,15125.0,0.04235290735960007,0.010588226839900017,0.07500000298023224,0.02250000089406967,0.07000000029802322,11.0,2.599921941757202,0.6000000238418579,0.0,173.11668395996094,-0.07400000095367432,0.27272728085517883,22720.0,0.0,0.0
55 Saudi Arabia (SD),Adv petrol MDT,94600.0,23650.0,0.10526062548160553,0.026315156370401382,0.10599999874830246,0.03180000185966492,0.07000000029802322,13.0,6.461644172668457,6.639999866485596,0.0,453.12518310546875,-0.07400000095367432,0.23076923191547394,29379.0,0.0,0.0
55 Saudi Arabia (SD),Adv petrol HDT,184800.0,55440.0,0.13758085668087006,0.034395214170217514,0.12999999523162842,0.039000000804662704,0.07000000029802322,12.0,8.44568920135498,18.709999084472656,0.0,586.306640625,-0.07400000095367432,0.25,53127.0,0.0,0.0
55 Saudi Arabia (SD),Adv petrol Bus,209000.0,62700.0,0.20394474267959595,0.05098618566989899,0.25,0.07500000298023224,0.07000000029802322,13.0,12.519575119018555,19.93000030517578,0.0,882.9932250976562,-0.07400000095367432,0.23076923191547394,41932.0,0.0,0.0
55 Saudi Arabia (SD),Diesel TWV,9999.0,9999.0,0.002607129979878664,0.000651782494969666,9999.0,9999.0,0.07000000029802322,7.0,0.5534936785697937,9999.0,0.0,41.78538513183594,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
55 Saudi Arabia (SD),Diesel LCV,55000.0,13750.0,0.01853875070810318,0.004634687677025795,0.07500000298023224,0.02250000089406967,0.07000000029802322,11.0,3.935776710510254,0.6000000238418579,-0.20000000298023224,245.86021423339844,-0.07400000095367432,0.27272728085517883,22720.0,0.0,0.0
55 Saudi Arabia (SD),Diesel MDT,86000.0,21500.0,0.042447835206985474,0.010611958801746368,0.10599999874830246,0.03180000185966492,0.07000000029802322,13.0,9.011674880981445,6.639999866485596,0.14000000059604645,611.4072265625,-0.07400000095367432,0.23076923191547394,29379.0,0.0,0.0
55 Saudi Arabia (SD),Diesel HDT,168000.0,50400.0,0.05518435686826706,0.013796089217066765,0.12999999523162842,0.039000000804662704,0.07000000029802322,12.0,11.715639114379883,18.709999084472656,-0.2199999988079071,788.6195678710938,-0.07400000095367432,0.25,53127.0,0.0,0.0
55 Saudi Arabia (SD),Diesel Bus,190000.0,57000.0,0.08229926973581314,0.020574817433953285,0.25,0.07500000298023224,0.07000000029802322,13.0,17.47213363647461,19.93000030517578,0.10999999940395355,1185.1534423828125,-0.07400000095367432,0.23076923191547394,41932.0,0.0,0.0
55 Saudi Arabia (SD),Adv diesel TWV,10998.900390625,10998.900390625,0.001955347368493676,0.000488836842123419,9999.0,9999.0,0.07000000029802322,7.0,0.4151202440261841,9999.0,0.0,31.339038848876953,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
55 Saudi Arabia (SD),Adv diesel LCV,60500.0,15125.0,0.013904063031077385,0.0034760157577693462,0.07500000298023224,0.02250000089406967,0.07000000029802322,11.0,2.9518325328826904,0.6000000238418579,0.0,184.39515686035156,-0.07400000095367432,0.27272728085517883,22720.0,0.0,0.0
55 Saudi Arabia (SD),Adv diesel MDT,94600.0,23650.0,0.031835876405239105,0.007958969101309776,0.10599999874830246,0.03180000185966492,0.07000000029802322,13.0,6.758756637573242,6.639999866485596,0.0,458.5554504394531,-0.07400000095367432,0.23076923191547394,29379.0,0.0,0.0
55 Saudi Arabia (SD),Adv diesel HDT,184800.0,55440.0,0.041388269513845444,0.010347067378461361,0.12999999523162842,0.039000000804662704,0.07000000029802322,12.0,8.78672981262207,18.709999084472656,0.0,591.4646606445312,-0.07400000095367432,0.25,53127.0,0.0,0.0
55 Saudi Arabia (SD),Adv diesel Bus,209000.0,62700.0,0.061724450439214706,0.015431112609803677,0.25,0.07500000298023224,0.07000000029802322,13.0,13.104101181030273,19.93000030517578,0.0,888.8650512695312,-0.07400000095367432,0.23076923191547394,41932.0,0.0,0.0
55 Saudi Arabia (SD),CNG/LPG TWV,9999.0,9999.0,0.0024119054432958364,0.0006029763608239591,9999.0,9999.0,0.07000000029802322,7.0,0.38204583525657654,9999.0,0.0,47.107852935791016,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
55 Saudi Arabia (SD),CNG/LPG LCV,55000.0,13750.0,0.022020095959305763,0.005505023989826441,0.07500000298023224,0.02250000089406967,0.07000000029802322,11.0,3.487983226776123,0.6000000238418579,0.029999999329447746,209.31146240234375,-0.07400000095367432,0.27272728085517883,22720.0,0.0,0.0
55 Saudi Arabia (SD),CNG/LPG MDT,86000.0,21500.0,0.0642055869102478,0.01605139672756195,0.10599999874830246,0.03180000185966492,0.07000000029802322,13.0,10.170165061950684,6.639999866485596,-0.15000000596046448,624.965087890625,-0.07400000095367432,0.23076923191547394,29379.0,0.0,0.0
55 Saudi Arabia (SD),CNG/LPG HDT,168000.0,50400.0,0.0799478217959404,0.0199869554489851,0.12999999523162842,0.039000000804662704,0.07000000029802322,12.0,12.663734436035156,18.709999084472656,-0.2800000011920929,768.5762939453125,-0.07400000095367432,0.25,53127.0,0.0,0.0
55 Saudi Arabia (SD),CNG/LPG Bus,190000.0,57000.0,0.12675175070762634,0.031687937676906586,0.25,0.07500000298023224,0.07000000029802322,13.0,20.077478408813477,19.93000030517578,0.10999999940395355,1219.382080078125,-0.07400000095367432,0.23076923191547394,41932.0,0.0,0.0
55 Saudi Arabia (SD),PHEV TWV,9999.0,9999.0,0.0030352792236953974,0.0007588198059238493,9999.0,9999.0,0.07000000029802322,7.0,0.6443897485733032,9999.0,0.0,44.5775032043457,-0.0892999991774559,0.4285714328289032,9999.0,0.25,139.0
55 Saudi Arabia (SD),PHEV LCV,101000.0,25250.0,0.01214111689478159,0.0030352792236953974,0.05999999865889549,0.017999999225139618,0.07000000029802322,11.0,2.577558994293213,0.6000000238418579,0.0,178.3100128173828,-0.0892999991774559,0.27272728085517883,22720.0,20.0,139.0
55 Saudi Arabia (SD),PHEV MDT,123000.0,30750.0,0.03305038809776306,0.008262597024440765,0.0949999988079071,0.02850000001490116,0.07000000029802322,13.0,7.016597270965576,6.639999866485596,0.0,501.2718811035156,-0.0892999991774559,0.23076923191547394,29379.0,51.25,139.0
55 Saudi Arabia (SD),PHEV HDT,515000.0,154500.0,0.051072560250759125,0.012768140062689781,0.10999999940395355,0.032999999821186066,0.07000000029802322,12.0,10.842704772949219,18.709999084472656,0.0,762.7269897460938,-0.0892999991774559,0.25,53127.0,150.0,139.0
55 Saudi Arabia (SD),PHEV Bus,380000.0,114000.0,0.0583050400018692,0.0145762600004673,0.20000000298023224,0.05999999865889549,0.07000000029802322,13.0,12.37816047668457,19.93000030517578,0.0,866.0819091796875,-0.0892999991774559,0.23076923191547394,41932.0,125.0,139.0
55 Saudi Arabia (SD),BEV TWV,9999.0,9999.0,0.007253639400005341,0.0005274980794638395,9999.0,9999.0,0.07000000029802322,7.0,0.16222479939460754,9999.0,0.0,0.0,-0.15200309455394745,0.4285714328289032,9999.0,1.0,139.0
55 Saudi Arabia (SD),BEV LCV,101000.0,25250.0,0.014507278800010681,0.0033895510714501143,0.05999999865889549,0.017999999225139618,0.07000000029802322,11.0,1.042409896850586,0.6000000238418579,0.0,0.0,-0.15200309455394745,0.27272728085517883,22720.0,80.0,139.0
55 Saudi Arabia (SD),BEV MDT,123000.0,30750.0,0.030185455456376076,0.007052676752209663,0.0949999988079071,0.02850000001490116,0.07000000029802322,13.0,2.1689538955688477,6.639999866485596,0.0,0.0,-0.15200309455394745,0.23076923191547394,29379.0,205.0,139.0
55 Saudi Arabia (SD),BEV HDT,515000.0,154500.0,0.04909517616033554,0.011470835655927658,0.10999999940395355,0.032999999821186066,0.07000000029802322,12.0,3.527698040008545,18.709999084472656,0.0,0.0,-0.15200309455394745,0.25,53127.0,600.0,139.0
55 Saudi Arabia (SD),BEV Bus,380000.0,114000.0,0.052691541612148285,0.012311107479035854,0.20000000298023224,0.05999999865889549,0.07000000029802322,13.0,3.786112070083618,19.93000030517578,0.0,0.0,-0.15200309455394745,0.23076923191547394,41932.0,500.0,139.0
55 Saudi Arabia (SD),Bioethanol TWV,9999.0,9999.0,0.012014037929475307,0.003003509482368827,9999.0,9999.0,0.07000000029802322,7.0,0.7764071822166443,9999.0,0.0,0.0,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
55 Saudi Arabia (SD),Bioethanol LCV,55000.0,13750.0,0.04805615171790123,0.012014037929475307,0.07500000298023224,0.02250000089406967,0.07000000029802322,11.0,3.105628728866577,0.6000000238418579,-0.3700000047683716,0.0,-0.07400000095367432,0.27272728085517883,22720.0,0.0,0.0
55 Saudi Arabia (SD),Bioethanol MDT,86000.0,21500.0,0.126886785030365,0.03172169625759125,0.10599999874830246,0.03180000185966492,0.07000000029802322,13.0,8.200057983398438,6.639999866485596,0.28999999165534973,0.0,-0.07400000095367432,0.23076923191547394,29379.0,0.0,0.0
55 Saudi Arabia (SD),Bioethanol HDT,168000.0,50400.0,0.1732577085494995,0.04331442713737488,0.12999999523162842,0.039000000804662704,0.07000000029802322,12.0,11.19678020477295,18.709999084472656,0.0,0.0,-0.07400000095367432,0.25,53127.0,0.0,0.0
55 Saudi Arabia (SD),Bioethanol Bus,190000.0,57000.0,0.25257760286331177,0.06314440071582794,0.25,0.07500000298023224,0.07000000029802322,13.0,16.322826385498047,19.93000030517578,0.0,0.0,-0.07400000095367432,0.23076923191547394,41932.0,0.0,0.0
55 Saudi Arabia (SD),FCEV TWV,9999.0,9999.0,0.03856055438518524,0.00964013859629631,9999.0,9999.0,0.07000000029802322,7.0,0.3817645311355591,9999.0,0.0,0.0,-0.28630000352859497,0.4285714328289032,9999.0,1.0,139.0
55 Saudi Arabia (SD),FCEV LCV,190000.0,47500.0,0.15424221754074097,0.03856055438518524,0.07500000298023224,0.02250000089406967,0.07000000029802322,11.0,1.5270581245422363,0.6000000238418579,0.0,0.0,-0.28630000352859497,0.27272728085517883,22720.0,15.0,139.0
55 Saudi Arabia (SD),FCEV MDT,351000.0,87750.0,0.34957462549209595,0.08739365637302399,0.10599999874830246,0.03180000185966492,0.07000000029802322,13.0,3.460925340652466,6.639999866485596,0.0,0.0,-0.28630000352859497,0.23076923191547394,29379.0,40.0,139.0
55 Saudi Arabia (SD),FCEV HDT,548000.0,164400.0,0.5740051865577698,0.14350129663944244,0.12999999523162842,0.039000000804662704,0.07000000029802322,12.0,5.682875633239746,18.709999084472656,0.0,0.0,-0.28630000352859497,0.25,53127.0,75.0,139.0
55 Saudi Arabia (SD),FCEV Bus,800000.0,240000.0,0.7921717762947083,0.19804294407367706,0.25,0.07500000298023224,0.07000000029802322,13.0,7.842809677124023,19.93000030517578,0.0,0.0,-0.28630000352859497,0.23076923191547394,41932.0,75.0,139.0
56 Nigeria (NG),Petrol TWV,9999.0,9999.0,0.02624831162393093,0.006562077905982733,9999.0,9999.0,0.07000000029802322,7.0,0.8037093877792358,9999.0,0.0,62.74177932739258,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
56 Nigeria (NG),Petrol LCV,55000.0,13750.0,0.11321432888507843,0.028303582221269608,0.07500000298023224,0.02250000089406967,0.07000000029802322,7.0,3.4665627479553223,0.6000000238418579,-0.2800000011920929,230.82225036621094,-0.07400000095367432,0.4285714328289032,22720.0,0.0,0.0
56 Nigeria (NG),Petrol MDT,86000.0,21500.0,0.28137409687042236,0.07034352421760559,0.10599999874830246,0.03180000185966492,0.07000000029802322,17.0,8.615525245666504,6.639999866485596,0.23000000417232513,604.1669311523438,-0.07400000095367432,0.1764705926179886,29379.0,0.0,0.0
56 Nigeria (NG),Petrol HDT,168000.0,50400.0,0.36776989698410034,0.09194247424602509,0.12999999523162842,0.039000000804662704,0.07000000029802322,12.0,11.260919570922852,18.709999084472656,-0.15000000596046448,781.7421875,-0.07400000095367432,0.25,53127.0,0.0,0.0
56 Nigeria (NG),Petrol Bus,190000.0,57000.0,0.545168399810791,0.13629209995269775,0.25,0.07500000298023224,0.07000000029802322,18.0,16.692768096923828,19.93000030517578,0.029999999329447746,1177.3243408203125,-0.07400000095367432,0.1666666716337204,41932.0,0.0,0.0
56 Nigeria (NG),Adv petrol TWV,10998.900390625,10998.900390625,0.01968623325228691,0.004921558313071728,9999.0,9999.0,0.07000000029802322,7.0,0.6027820110321045,9999.0,0.0,47.05633544921875,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
56 Nigeria (NG),Adv petrol LCV,60500.0,15125.0,0.08491075038909912,0.02122768759727478,0.07500000298023224,0.02250000089406967,0.07000000029802322,7.0,2.599921941757202,0.6000000238418579,0.0,173.11668395996094,-0.07400000095367432,0.4285714328289032,22720.0,0.0,0.0
56 Nigeria (NG),Adv petrol MDT,94600.0,23650.0,0.21103057265281677,0.05275764316320419,0.10599999874830246,0.03180000185966492,0.07000000029802322,17.0,6.461644172668457,6.639999866485596,0.0,453.12518310546875,-0.07400000095367432,0.1764705926179886,29379.0,0.0,0.0
56 Nigeria (NG),Adv petrol HDT,184800.0,55440.0,0.27582743763923645,0.06895685940980911,0.12999999523162842,0.039000000804662704,0.07000000029802322,12.0,8.44568920135498,18.709999084472656,0.0,586.306640625,-0.07400000095367432,0.25,53127.0,0.0,0.0
56 Nigeria (NG),Adv petrol Bus,209000.0,62700.0,0.40887629985809326,0.10221907496452332,0.25,0.07500000298023224,0.07000000029802322,18.0,12.519575119018555,19.93000030517578,0.0,882.9932250976562,-0.07400000095367432,0.1666666716337204,41932.0,0.0,0.0
56 Nigeria (NG),Diesel TWV,9999.0,9999.0,0.01792401820421219,0.004481004551053047,9999.0,9999.0,0.07000000029802322,7.0,0.5534936785697937,9999.0,0.0,41.78538513183594,-0.07400000095367432,0.4285714328289032,9999.0,0.0,0.0
