,BE,DK,DE,EL,ES,FR,IE,IT,LX,NL,AT,PT,FI,SW,UK,CZ,EN,CY,LV,LT,HU,MT,PL,SI,SK,BG,RO,NO,CH,IS,HR,TR,MK,US,JA,CA,AU,NZ,RS,RA,CN,IN,MX,BR,AR,CO,LA,KR,TW,ID,AS,OP,RW,UE,SD,NG,SA,ON,OC,MY,KZ,AN,AC,AW,AE,ZA,EG,DC,KE,UA,PK
12,540.542,184.323,3090.04,295.853,1188.485,2050.283,158.35,2193.822,52.359,500.098,293.697,191.63109962748393,140.216,257.806,2112,141.954,24.59,51.41,54.759,191.768,176.678,9.542,1280.633,71.037,151.814,351.433,586.476,138.241,288,22.141,96.712,353.168,17.914,6769.25,5082.235,1635.968,389.624,97.33,2600,0,6226.814,1709.878,589.05,3000,574.864,200.171,100,222.488,1200.283,587.186,0,0,259.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,479.92,183.585708,3807.175,244.539,971.177,2269.011,59.358,2176.94,47.264,387.408,319.403,181.132,90.923,228.519,1968,160.614,9.948,37.494,17.288,136.803,100,15.816,864.295,57.391,148.37,201.304,328.88,125.903,266.5,22.141,53.569,357.986,13.113,5401.58333333333,4609.256,1460.58,920.895,70.048,2600,0,10248.554,2018.882,439.12,3000,493.794,172.676,100,288.284,1439.546,471.633,0,0,247.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,551.661,182.85136516800003,2916.26,153.847,1000.01,2210.186,105.343,1971.83,49.726,482.633,328.563,248.813,112.418,308.718,1996.324,168.372,10.294,32.68,26.656,161.266,61.324,13.605,873.098,60.777,126.663,186.092,309.952,159.374,296.6,22.141,46.437,485.619,49.291,5635.66666666667,4956.136,1557.121,1019.103,80.453,2600,194.8,12546.891,2670.943,503.75,3000,634.268,238.877,100,304.514,1541.433,743.531,0,0,263.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,577.382,182.11995970732804,3173.634,107.737,817.688,2160.928,104.022,1764.592,49.881,555.846,356.145,177.183,126.651,326.615,1907.411,172.787,17.058,27.929,43.468,132.117,76.528,15.875,928.457,59.813,130.772,191.43,176.555,168.552,328,22.141,48.883,602.248,40.09,6093.08893536935,4210.219,1585.525,991.797,84.64,2653.408,234,13694.54,2950.224,592.101,3425.596,815.245,302.319,100,367.929,1553.062,471.633,0,0,333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,490.711,181.39147986849872,3082.504,64.301,710.638,1857.013,77.506,1403.043,50.398,502.479,336.01,110.002,111.664,301.316,2060.00388,174.311,19.422,20.556,50.135,153.024,106.671,13.037,908.906,49.7,130.818,196.614,242.025,171.828,334,22.141,40.825,565.791,32.87,7245.79996334463,5369.72,1676.676,1080.982,100.795,2935.111,274.6,15248.801,3285.092,649.333,3634.421,806.191,273.355,100,354.586,1516.3,743.531,3743.4,277.3,425.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,490.369,180.6659139490247,2952.431,64.932,742.305,1756.953,74.96,1311.334,46.624,416.717,319.035,152,103.45,292.162,2224.8041904,164.627,19.69,14.771,55.808,155.855,126.937,13.094,987.809,51.968,113.876,199.963,57.7,176.019,310.2,22.141,46.563,654.905,31.927,7586.33400000001,5375.513,1739.462,1104.531,113.297,2777.447,379,17522.965,3027.066,698.217,3575.935,917.509,294.487,100,369.899,1511.931,891.478,3573,434.1,487.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,487.711,188.409,3036.773,84.445,890.125,1765.855,84.136,1376.185,49.793,387.569,303.318,172.642,106.235,324.03,2402.7885256320005,192.923,21.128,17.933,13.173,136.098,164.42,15.439,1047.598,30.209,125.813,211.033,70.175,172.042,304.1,22.141,68.522,585.814,29.766,7708.00000000002,5562.888,1846.94,1081.899,127.352,2491.404,515.1,19366.787,2961.157,745.25,3328.716,653.786,326.171,100,414.301,1629.763,951.861,4000.9,438.5,440.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,506.284,206.652,3206.042,96.151,1094.117,1886.229,129.959,1593.857,46.473,448.906,308.555,224.892,108.819,361.908,2602.146,229.731,21.064,21.462,14.291,131.606,199.906,16.803,1145.506,60.668,137.751,225.868,81.175,176.336,327.1,22.141,74.181,746.395,29.308,7528.4791724772795,5046.51,1894.996,1123.224,134.234,1601.527,611.2,21202.815,3144.948,892.194,2476.904,578.129,283.269,100,410.757,1800.984,1074.044,5116.4,513.1,335.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,546.142,222.474,3285.904,106.617,1230.104,1984.471,149.763,1848.841,50.561,382.512,329.604,272.603,119,387.997,2665.251,257.854,23.02,27.956,16.768,139.871,238.655,16.712,1361.27,64.899,151.87,238.877,95.181,171.633,319.3,22.141,96.455,746.074,30.423,6883.296734582071,4970.258,1947.843,1145.024,146.939,1425.791,176.2,24648.115,3370.687,1603.672,1986.389,657.145,255.823,100,424.558,1795.215,1075.129,4423.3,316.2,264.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,553.692,221.476,3441.262,130.227,1342.011,2079.515,133.579,1993.826,52.775,414.309,353.32,292.209,118.587,392.717,2509.33,269.622,25.621,36.067,17.064,161.115,271.72,18.729,1336.787,72.477,165.652,240.121,106.873,183.728,315,22.141,93.802,741.902,26.609,6089.20803466102,5234.165,2034.417,1152.267,160.124,1595.737,173.8,24802.416,3697.546,1530.317,2172.235,863.678,237.515,100,428.858,1761.404,950.429,5510,551.7,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,557.487,218.478,3435.778,163.5,1424.758,2138.6,128.549,1944.312,52.811,443.529,341.068,305.71,120.505,365.513,2341.505,259.525,26.299,40.683,17.185,169.143,295.431,19.479,1400,74.518,169.898,250.489,130.921,173.887,300.9,22.141,140.644,526.235,33.072,5310.34043264832,5272.067,1987.77,1111.685,161.77,1800.591,212.5,23139.385,4004.355,1421.458,2470.654,776.401,256.655,100,417.657,1784.614,1016.546,5546.5,682.3,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,557.97,225.634,3607.258,185.12,1375.381,2172.967,126.104,1948.479,54.069,445.217,336,303.134,114.202,366.946,2200,247.567,27.579,37.802,18.537,163.925,314.498,18.889,1453.505,72.71,169.583,224.564,161.564,158.641,312.9,22.141,149.137,386.748,39.217,4719.73607824927,5195.216,1920.547,1024.898,154.763,1759.532,244,21845.871,3528.204,1317.727,2658.927,438.128,263.681,100,425,1752.013,986.299,6941.1,751.5,449.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
